"x"
0
0
0
0
0
0
0
NA
0
0
0
1.016
0
0
2.54
1.016
0
0
0
0.508
0.254
1.016
0
0
0
0
7.112
0
1.016
0.254
2.286
0.508
NA
0
0
0
2.032
1.016
0
0.254
NA
2.032
11.938
4.064
1.016
0
0
0
4.064
0
0
0
0
3.048
0
NA
0.254
0
0
0
3.048
0
2.032
2.032
2.032
0
2.032
0
0
0
0
0
0
0
0
1.016
0
0
0
0
0
0
0
0
NA
0
0.254
0
0
1.016
NA
7.112
3.048
0
3.556
3.048
17.018
0
0
0
5.08
1.016
0
0.508
3.048
0
2.032
0
NA
0.508
0
5.08
0
0
0
0
3.048
0
2.032
1.016
5.08
0
0
2.032
16.002
0
8.382
12.446
0.508
3.048
2.286
NA
0.508
4.064
2.032
0
0
0
0
0
7.874
0
0
0
0
0
0
0
0
0
0.508
2.032
3.048
7.112
1.016
0.254
0
0
0
0
0.508
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.572
8.89
0
0
0
0
0
0
0
2.032
0
0
0
1.016
2.032
0
0
0
32.004
5.08
5.08
1.016
1.016
8.128
0
0
1.016
2.032
3.048
0.508
0
0
0
0
0
0
0
1.016
1.524
1.016
7.874
9.906
0
0
0
0
0
0
0
0
0
0
0
3.048
0
0
0
0
0
0
0
0
0
1.016
2.032
NA
0
1.27
7.874
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.048
1.016
8.89
3.302
0
2.032
7.874
NA
0
NA
2.032
2.032
NA
0.254
0
0
0
0
0
NA
4.064
NA
0
0
NA
0
0
0
0.254
1.016
7.112
0
9.398
0
1.016
0
0.508
0
0
0
0
0
0
0
0
0
0
2.032
7.874
0.254
6.096
2.286
2.032
7.874
NA
NA
NA
5.08
NA
1.016
NA
NA
0
NA
NA
NA
NA
2.286
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
0.254
NA
1.016
NA
6.096
1.016
0
1.27
3.048
0.762
NA
0
NA
0.254
NA
NA
0
0
0
0.254
0.762
0
0
0
0
0
0
NA
NA
NA
2.032
1.27
0
3.048
NA
0.508
NA
13.97
NA
8.89
NA
0
0
0
0
0.254
4.064
NA
0
0.508
0
10.922
0.254
0.254
0
0
0
0
1.016
1.27
0.254
0
8.89
0
11.938
0.254
0
5.08
0
0
0
0
NA
0
2.032
0
2.032
0
0
0
0
0
0
0
0
0
0
0.254
0
0
0
0
0
0
0
0
0
3.048
0.254
5.08
0
1.016
8.89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.254
3.048
2.286
0
0
0
0
0.254
0
0.508
0
0
0
6.096
0.508
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.048
2.032
1.016
0
0
3.048
2.032
0
0
0
2.286
0
0.762
5.08
2.032
2.032
0
0
0
0
0
9.906
0.508
0
1.016
0
0
0.508
0
0
0
0
0
0
7.112
0.254
5.08
1.016
0
2.032
0.508
0
1.016
3.048
1.016
10.922
0.508
2.032
6.604
0.508
2.286
0
0
1.016
0
0
3.048
2.032
16.002
0
1.016
0
8.89
5.08
7.874
7.112
0
0
4.064
4.064
0
0
0
9.906
2.032
0
0
1.016
0.254
0
8.89
2.286
0
0
0
0
0
0
0
0
0
5.08
0
0
0
0
1.016
0.254
0
0
2.54
7.112
0.762
12.954
2.032
4.318
0
0
7.112
0
0
0
0
0.508
0
2.032
0
5.08
5.08
5.08
0.254
7.112
1.016
0.508
0
0
0
0
6.096
0
4.064
3.048
1.016
1.27
6.096
0.254
0.508
4.064
0
0
0
0
0
0
2.286
2.032
0
7.366
2.032
0
3.048
0.508
4.064
4.064
0.508
4.064
2.032
7.874
0.508
0.254
0
0
0.254
1.524
1.016
3.048
2.032
0.508
2.032
6.096
0
9.906
7.112
0
2.032
0
0.254
0
0
0
2.032
3.048
12.954
2.286
7.112
0.254
1.016
2.032
1.524
0
3.048
7.874
0.254
4.318
2.032
1.016
0.762
14.986
0
0.254
3.048
9.906
3.556
7.112
7.112
1.016
0
0
1.524
0.508
2.032
3.048
4.064
5.08
3.048
15.24
3.048
0.254
1.016
0
0
1.27
2.032
1.016
0.508
0.508
0.254
0
2.54
2.032
0.508
0
1.016
0.508
0.508
4.318
3.048
0
0
3.048
8.89
7.874
1.016
2.54
