"Year","Month","Day","Hour","Temp","Warm_Hour"
2008,5,6,18,22.705,FALSE
2008,5,6,19,20.841,FALSE
2008,5,6,20,19.77,FALSE
2008,5,6,21,18.747,FALSE
2008,5,6,22,18.129,FALSE
2008,5,6,23,19.056,FALSE
2008,5,7,0,19.246,FALSE
2008,5,7,1,17.796,FALSE
2008,5,7,2,16.177,FALSE
2008,5,7,3,15.031,FALSE
2008,5,7,4,14.146,FALSE
2008,5,7,5,13.161,FALSE
2008,5,7,6,13.161,FALSE
2008,5,7,7,14.242,FALSE
2008,5,7,8,17.034,FALSE
2008,5,7,9,18.01,FALSE
2008,5,7,10,19.056,FALSE
2008,5,7,11,20.365,FALSE
2008,5,7,12,21.819,FALSE
2008,5,7,13,23.136,FALSE
2008,5,7,14,23.833,FALSE
2008,5,7,15,24.195,FALSE
2008,5,7,16,24.05,FALSE
2008,5,7,17,23.28,FALSE
2008,5,7,18,21.008,FALSE
2008,5,7,19,18.747,FALSE
2008,5,7,20,16.63,FALSE
2008,5,7,21,16.654,FALSE
2008,5,7,22,16.987,FALSE
2008,5,7,23,14.218,FALSE
2008,5,8,0,14.433,FALSE
2008,5,8,1,14.29,FALSE
2008,5,8,2,11.467,FALSE
2008,5,8,3,10.394,FALSE
2008,5,8,4,9.657,FALSE
2008,5,8,5,9.064,FALSE
2008,5,8,6,9.534,FALSE
2008,5,8,7,12.654,FALSE
2008,5,8,8,16.892,FALSE
2008,5,8,9,19.627,FALSE
2008,5,8,10,21.461,FALSE
2008,5,8,11,22.657,FALSE
2008,5,8,12,23.713,FALSE
2008,5,8,13,24.532,FALSE
2008,5,8,14,24.798,FALSE
2008,5,8,15,25.671,TRUE
2008,5,8,16,24.944,FALSE
2008,5,8,17,23.665,FALSE
2008,5,8,18,22.274,FALSE
2008,5,8,19,19.341,FALSE
2008,5,8,20,16.082,FALSE
2008,5,8,21,14.026,FALSE
2008,5,8,22,13.137,FALSE
2008,5,8,23,12.703,FALSE
2008,5,9,0,12.001,FALSE
2008,5,9,1,10.736,FALSE
2008,5,9,2,10.247,FALSE
2008,5,9,3,8.916,FALSE
2008,5,9,4,8.767,FALSE
2008,5,9,5,9.213,FALSE
2008,5,9,6,9.928,FALSE
2008,5,9,7,11.516,FALSE
2008,5,9,8,14.361,FALSE
2008,5,9,9,16.796,FALSE
2008,5,9,10,19.436,FALSE
2008,5,9,11,21.413,FALSE
2008,5,9,12,22.944,FALSE
2008,5,9,13,23.93,FALSE
2008,5,9,14,24.412,FALSE
2008,5,9,15,24.557,FALSE
2008,5,9,16,23.857,FALSE
2008,5,9,17,22.92,FALSE
2008,5,9,18,21.39,FALSE
2008,5,9,19,18.176,FALSE
2008,5,9,20,15.891,FALSE
2008,5,9,21,16.773,FALSE
2008,5,9,22,16.606,FALSE
2008,5,9,23,16.296,FALSE
2008,5,10,0,14.553,FALSE
2008,5,10,1,11.078,FALSE
2008,5,10,2,10.001,FALSE
2008,5,10,3,9.336,FALSE
2008,5,10,4,9.114,FALSE
2008,5,10,5,9.213,FALSE
2008,5,10,6,9.608,FALSE
2008,5,10,7,12.413,FALSE
2008,5,10,8,16.439,FALSE
2008,5,10,9,19.389,FALSE
2008,5,10,10,21.7,FALSE
2008,5,10,11,23.593,FALSE
2008,5,10,12,25.089,TRUE
2008,5,10,13,26.061,TRUE
2008,5,10,14,26.769,TRUE
2008,5,10,15,27.038,TRUE
2008,5,10,16,26.426,TRUE
2008,5,10,17,24.388,FALSE
2008,5,10,18,22.226,FALSE
2008,5,10,19,19.698,FALSE
2008,5,10,20,17.177,FALSE
2008,5,10,21,16.511,FALSE
2008,5,10,22,15.079,FALSE
2008,5,10,23,17.843,FALSE
2008,5,11,0,14.242,FALSE
2008,5,11,1,13.594,FALSE
2008,5,11,2,13.161,FALSE
2008,5,11,3,13.088,FALSE
2008,5,11,4,11.904,FALSE
2008,5,11,5,11.053,FALSE
2008,5,11,6,11.589,FALSE
2008,5,11,7,13.57,FALSE
2008,5,11,8,16.558,FALSE
2008,5,11,9,18.842,FALSE
2008,5,11,10,20.936,FALSE
2008,5,11,11,22.753,FALSE
2008,5,11,12,23.328,FALSE
2008,5,11,13,24.098,FALSE
2008,5,11,14,24.532,FALSE
2008,5,11,15,24.895,FALSE
2008,5,11,16,24.339,FALSE
2008,5,11,17,23.328,FALSE
2008,5,11,18,21.7,FALSE
2008,5,11,19,18.295,FALSE
2008,5,11,20,16.463,FALSE
2008,5,11,21,15.629,FALSE
2008,5,11,22,15.867,FALSE
2008,5,11,23,18.604,FALSE
2008,5,12,0,18.509,FALSE
2008,5,12,1,17.605,FALSE
2008,5,12,2,17.486,FALSE
2008,5,12,3,16.963,FALSE
2008,5,12,4,16.368,FALSE
2008,5,12,5,15.796,FALSE
2008,5,12,6,15.318,FALSE
2008,5,12,7,15.891,FALSE
2008,5,12,8,17.891,FALSE
2008,5,12,9,19.246,FALSE
2008,5,12,10,20.65,FALSE
2008,5,12,11,22.034,FALSE
2008,5,12,12,23.112,FALSE
2008,5,12,13,23.881,FALSE
2008,5,12,14,24.581,FALSE
2008,5,12,15,24.944,FALSE
2008,5,12,16,24.774,FALSE
2008,5,12,17,24.315,FALSE
2008,5,12,18,23.088,FALSE
2008,5,12,19,20.531,FALSE
2008,5,12,20,18.818,FALSE
2008,5,12,21,15.724,FALSE
2008,5,12,22,15.27,FALSE
2008,5,12,23,14.505,FALSE
2008,5,13,0,13.834,FALSE
2008,5,13,1,16.129,FALSE
2008,5,13,2,16.225,FALSE
2008,5,13,3,15.438,FALSE
2008,5,13,4,16.153,FALSE
2008,5,13,5,13.762,FALSE
2008,5,13,6,14.146,FALSE
2008,5,13,7,17.034,FALSE
2008,5,13,8,20.793,FALSE
2008,5,13,9,23.232,FALSE
2008,5,13,10,25.113,TRUE
2008,5,13,11,26.72,TRUE
2008,5,13,12,27.751,TRUE
2008,5,13,13,28.941,TRUE
2008,5,13,14,29.215,TRUE
2008,5,13,15,29.265,TRUE
2008,5,13,16,28.642,TRUE
2008,5,13,17,26.378,TRUE
2008,5,13,18,23.93,FALSE
2008,5,13,19,21.103,FALSE
2008,5,13,20,19.365,FALSE
2008,5,13,21,18.485,FALSE
2008,5,13,22,17.463,FALSE
2008,5,13,23,16.392,FALSE
2008,5,14,0,16.201,FALSE
2008,5,14,1,14.984,FALSE
2008,5,14,2,15.031,FALSE
2008,5,14,3,16.01,FALSE
2008,5,14,4,18.509,FALSE
2008,5,14,5,22.729,FALSE
2008,5,14,6,21.318,FALSE
2008,5,14,7,23.713,FALSE
2008,5,14,8,25.331,TRUE
2008,5,14,9,26.402,TRUE
2008,5,14,10,27.308,TRUE
2008,5,14,11,28.295,TRUE
2008,5,14,12,28.99,TRUE
2008,5,14,13,29.615,TRUE
2008,5,14,14,30.469,TRUE
2008,5,14,15,30.571,TRUE
2008,5,14,16,29.84,TRUE
2008,5,14,17,29.59,TRUE
2008,5,14,18,29.115,TRUE
2008,5,14,19,27.899,TRUE
2008,5,14,20,26.916,TRUE
2008,5,14,21,26.842,TRUE
2008,5,14,22,26.158,TRUE
2008,5,14,23,25.671,TRUE
2008,5,15,0,25.695,TRUE
2008,5,15,1,25.598,TRUE
2008,5,15,2,25.355,TRUE
2008,5,15,3,25.089,TRUE
2008,5,15,4,24.581,FALSE
2008,5,15,5,23.954,FALSE
2008,5,15,6,24.026,FALSE
2008,5,15,7,25.065,TRUE
2008,5,15,8,27.063,TRUE
2008,5,15,9,28.742,TRUE
2008,5,15,10,30.469,TRUE
2008,5,15,11,31.663,TRUE
2008,5,15,12,32.82,TRUE
2008,5,15,13,33.469,TRUE
2008,5,15,14,33.94,TRUE
2008,5,15,15,34.15,TRUE
2008,5,15,16,31.586,TRUE
2008,5,15,17,30.545,TRUE
2008,5,15,18,27.949,TRUE
2008,5,15,19,24.46,FALSE
2008,5,15,20,22.321,FALSE
2008,5,15,21,21.366,FALSE
2008,5,15,22,22.034,FALSE
2008,5,15,23,23.04,FALSE
2008,5,16,0,23.136,FALSE
2008,5,16,1,20.603,FALSE
2008,5,16,2,18.652,FALSE
2008,5,16,3,17.439,FALSE
2008,5,16,4,16.677,FALSE
2008,5,16,5,16.058,FALSE
2008,5,16,6,16.796,FALSE
2008,5,16,7,19.175,FALSE
2008,5,16,8,22.609,FALSE
2008,5,16,9,24.944,FALSE
2008,5,16,10,26.965,TRUE
2008,5,16,11,28.766,TRUE
2008,5,16,12,30.545,TRUE
2008,5,16,13,31.816,TRUE
2008,5,16,14,32.898,TRUE
2008,5,16,15,33.027,TRUE
2008,5,16,16,31.357,TRUE
2008,5,16,17,28.841,TRUE
2008,5,16,18,26.549,TRUE
2008,5,16,19,25.525,TRUE
2008,5,16,20,24.629,FALSE
2008,5,16,21,24.05,FALSE
2008,5,16,22,23.689,FALSE
2008,5,16,23,22.848,FALSE
2008,5,17,0,23.665,FALSE
2008,5,17,1,20.65,FALSE
2008,5,17,2,23.352,FALSE
2008,5,17,3,23.04,FALSE
2008,5,17,4,19.032,FALSE
2008,5,17,5,17.962,FALSE
2008,5,17,6,18.01,FALSE
2008,5,17,7,21.318,FALSE
2008,5,17,8,23.857,FALSE
2008,5,17,9,26.549,TRUE
2008,5,17,10,28.295,TRUE
2008,5,17,11,30.066,TRUE
2008,5,17,12,31.663,TRUE
2008,5,17,13,32.639,TRUE
2008,5,17,14,33.183,TRUE
2008,5,17,15,33.417,TRUE
2008,5,17,16,31.791,TRUE
2008,5,17,17,29.79,TRUE
2008,5,17,18,29.79,TRUE
2008,5,17,19,27.087,TRUE
2008,5,17,20,28.196,TRUE
2008,5,17,21,28.493,TRUE
2008,5,17,22,27.875,TRUE
2008,5,17,23,21.843,FALSE
2008,5,18,0,19.175,FALSE
2008,5,18,1,18.176,FALSE
2008,5,18,2,18.533,FALSE
2008,5,18,3,16.201,FALSE
2008,5,18,4,15.008,FALSE
2008,5,18,5,14.721,FALSE
2008,5,18,6,15.199,FALSE
2008,5,18,7,17.938,FALSE
2008,5,18,8,23.088,FALSE
2008,5,18,9,25.162,TRUE
2008,5,18,10,27.161,TRUE
2008,5,18,11,29.615,TRUE
2008,5,18,12,31.459,TRUE
2008,5,18,13,32.124,TRUE
2008,5,18,14,33.183,TRUE
2008,5,18,15,33.027,TRUE
2008,5,18,16,31.893,TRUE
2008,5,18,17,29.19,TRUE
2008,5,18,18,25.987,TRUE
2008,5,18,19,23.304,FALSE
2008,5,18,20,23.232,FALSE
2008,5,18,21,19.817,FALSE
2008,5,18,22,17.724,FALSE
2008,5,18,23,16.892,FALSE
2008,5,19,0,15.175,FALSE
2008,5,19,1,13.786,FALSE
2008,5,19,2,12.727,FALSE
2008,5,19,3,12.171,FALSE
2008,5,19,4,11.783,FALSE
2008,5,19,5,11.613,FALSE
2008,5,19,6,13.161,FALSE
2008,5,19,7,15.605,FALSE
2008,5,19,8,18.485,FALSE
2008,5,19,9,20.841,FALSE
2008,5,19,10,23.641,FALSE
2008,5,19,11,26.622,TRUE
2008,5,19,12,28.245,TRUE
2008,5,19,13,29.04,TRUE
2008,5,19,14,29.09,TRUE
2008,5,19,15,29.815,TRUE
2008,5,19,16,28.196,TRUE
2008,5,19,17,27.087,TRUE
2008,5,19,18,25.501,TRUE
2008,5,19,19,22.369,FALSE
2008,5,19,20,20.412,FALSE
2008,5,19,21,19.103,FALSE
2008,5,19,22,17.843,FALSE
2008,5,19,23,17.225,FALSE
2008,5,20,0,16.677,FALSE
2008,5,20,1,15.986,FALSE
2008,5,20,2,14.984,FALSE
2008,5,20,3,14.721,FALSE
2008,5,20,4,13.93,FALSE
2008,5,20,5,12.871,FALSE
2008,5,20,6,17.605,FALSE
2008,5,20,7,17.677,FALSE
2008,5,20,8,20.031,FALSE
2008,5,20,9,21.485,FALSE
2008,5,20,10,21.843,FALSE
2008,5,20,11,23.4,FALSE
2008,5,20,12,23.737,FALSE
2008,5,20,13,27.801,TRUE
2008,5,20,14,28.369,TRUE
2008,5,20,15,28.518,TRUE
2008,5,20,16,27.875,TRUE
2008,5,20,17,26.28,TRUE
2008,5,20,18,24.653,FALSE
2008,5,20,19,22.609,FALSE
2008,5,20,20,21.39,FALSE
2008,5,20,21,19.888,FALSE
2008,5,20,22,18.271,FALSE
2008,5,20,23,17.13,FALSE
2008,5,21,0,16.32,FALSE
2008,5,21,1,15.366,FALSE
2008,5,21,2,13.425,FALSE
2008,5,21,3,13.329,FALSE
2008,5,21,4,12.05,FALSE
2008,5,21,5,11.029,FALSE
2008,5,21,6,12.992,FALSE
2008,5,21,7,16.701,FALSE
2008,5,21,8,18.461,FALSE
2008,5,21,9,20.055,FALSE
2008,5,21,10,21.246,FALSE
2008,5,21,11,22.13,FALSE
2008,5,21,12,23.016,FALSE
2008,5,21,13,23.881,FALSE
2008,5,21,14,24.436,FALSE
2008,5,21,15,24.968,FALSE
2008,5,21,16,25.065,TRUE
2008,5,21,17,24.315,FALSE
2008,5,21,18,23.16,FALSE
2008,5,21,19,22.011,FALSE
2008,5,21,20,20.055,FALSE
2008,5,21,21,20.412,FALSE
2008,5,21,22,20.317,FALSE
2008,5,21,23,19.532,FALSE
2008,5,22,0,18.604,FALSE
2008,5,22,1,17.558,FALSE
2008,5,22,2,16.32,FALSE
2008,5,22,3,15.772,FALSE
2008,5,22,4,15.533,FALSE
2008,5,22,5,14.888,FALSE
2008,5,22,6,14.457,FALSE
2008,5,22,7,15.199,FALSE
2008,5,22,8,16.558,FALSE
2008,5,22,9,18.39,FALSE
2008,5,22,10,19.365,FALSE
2008,5,22,11,20.889,FALSE
2008,5,22,12,22.202,FALSE
2008,5,22,13,22.8,FALSE
2008,5,22,14,23.809,FALSE
2008,5,22,15,24.508,FALSE
2008,5,22,16,24.388,FALSE
2008,5,22,17,23.809,FALSE
2008,5,22,18,22.585,FALSE
2008,5,22,19,20.246,FALSE
2008,5,22,20,16.296,FALSE
2008,5,22,21,14.745,FALSE
2008,5,22,22,13.594,FALSE
2008,5,22,23,18.295,FALSE
2008,5,23,0,18.176,FALSE
2008,5,23,1,17.796,FALSE
2008,5,23,2,16.844,FALSE
2008,5,23,3,16.701,FALSE
2008,5,23,4,16.368,FALSE
2008,5,23,5,15.939,FALSE
2008,5,23,6,15.485,FALSE
2008,5,23,7,15.796,FALSE
2008,5,23,8,18.271,FALSE
2008,5,23,9,20.484,FALSE
2008,5,23,10,21.079,FALSE
2008,5,23,11,21.724,FALSE
2008,5,23,12,21.652,FALSE
2008,5,23,13,21.7,FALSE
2008,5,23,14,23.954,FALSE
2008,5,23,15,22.657,FALSE
2008,5,23,16,21.7,FALSE
2008,5,23,17,20.555,FALSE
2008,5,23,18,19.555,FALSE
2008,5,23,19,17.843,FALSE
2008,5,23,20,15.629,FALSE
2008,5,23,21,15.008,FALSE
2008,5,23,22,14.888,FALSE
2008,5,23,23,15.247,FALSE
2008,5,24,0,14.505,FALSE
2008,5,24,1,13.137,FALSE
2008,5,24,2,12.413,FALSE
2008,5,24,3,12.098,FALSE
2008,5,24,4,11.54,FALSE
2008,5,24,5,11.346,FALSE
2008,5,24,6,11.71,FALSE
2008,5,24,7,12.122,FALSE
2008,5,24,8,12.34,FALSE
2008,5,24,9,12.534,FALSE
2008,5,24,10,12.727,FALSE
2008,5,24,11,13.69,FALSE
2008,5,24,12,14.625,FALSE
2008,5,24,13,14.984,FALSE
2008,5,24,14,15.796,FALSE
2008,5,24,15,17.011,FALSE
2008,5,24,16,17.439,FALSE
2008,5,24,17,15.915,FALSE
2008,5,24,18,15.127,FALSE
2008,5,24,19,13.738,FALSE
2008,5,24,20,13.401,FALSE
2008,5,24,21,13.185,FALSE
2008,5,24,22,13.137,FALSE
2008,5,24,23,12.654,FALSE
2008,5,25,0,12.05,FALSE
2008,5,25,1,11.443,FALSE
2008,5,25,2,10.443,FALSE
2008,5,25,3,10.394,FALSE
2008,5,25,4,9.903,FALSE
2008,5,25,5,9.262,FALSE
2008,5,25,6,10.369,FALSE
2008,5,25,7,12.751,FALSE
2008,5,25,8,15.557,FALSE
2008,5,25,9,18.343,FALSE
2008,5,25,10,19.365,FALSE
2008,5,25,11,20.436,FALSE
2008,5,25,12,21.652,FALSE
2008,5,25,13,22.896,FALSE
2008,5,25,14,23.088,FALSE
2008,5,25,15,22.633,FALSE
2008,5,25,16,22.417,FALSE
2008,5,25,17,21.199,FALSE
2008,5,25,18,19.984,FALSE
2008,5,25,19,18.152,FALSE
2008,5,25,20,16.844,FALSE
2008,5,25,21,15.891,FALSE
2008,5,25,22,15.629,FALSE
2008,5,25,23,15.533,FALSE
2008,5,26,0,15.151,FALSE
2008,5,26,1,14.745,FALSE
2008,5,26,2,12.968,FALSE
2008,5,26,3,11.224,FALSE
2008,5,26,4,12.968,FALSE
2008,5,26,5,10.614,FALSE
2008,5,26,6,10.956,FALSE
2008,5,26,7,12.703,FALSE
2008,5,26,8,15.819,FALSE
2008,5,26,9,18.438,FALSE
2008,5,26,10,19.032,FALSE
2008,5,26,11,20.936,FALSE
2008,5,26,12,21.366,FALSE
2008,5,26,13,22.657,FALSE
2008,5,26,14,22.992,FALSE
2008,5,26,15,22.321,FALSE
2008,5,26,16,22.13,FALSE
2008,5,26,17,21.175,FALSE
2008,5,26,18,19.651,FALSE
2008,5,26,19,17.51,FALSE
2008,5,26,20,14.385,FALSE
2008,5,26,21,12.751,FALSE
2008,5,26,22,11.589,FALSE
2008,5,26,23,10.81,FALSE
2008,5,27,0,11.224,FALSE
2008,5,27,1,9.903,FALSE
2008,5,27,2,9.879,FALSE
2008,5,27,3,10.443,FALSE
2008,5,27,4,10.1,FALSE
2008,5,27,5,8.717,FALSE
2008,5,27,6,9.756,FALSE
2008,5,27,7,12.751,FALSE
2008,5,27,8,16.129,FALSE
2008,5,27,9,18.081,FALSE
2008,5,27,10,18.604,FALSE
2008,5,27,11,21.032,FALSE
2008,5,27,12,22.753,FALSE
2008,5,27,13,23.93,FALSE
2008,5,27,14,24.195,FALSE
2008,5,27,15,23.689,FALSE
2008,5,27,16,22.848,FALSE
2008,5,27,17,21.342,FALSE
2008,5,27,18,19.603,FALSE
2008,5,27,19,17.796,FALSE
2008,5,27,20,15.891,FALSE
2008,5,27,21,13.738,FALSE
2008,5,27,22,11.686,FALSE
2008,5,27,23,10.98,FALSE
2008,5,28,0,9.903,FALSE
2008,5,28,1,9.386,FALSE
2008,5,28,2,8.866,FALSE
2008,5,28,3,8.369,FALSE
2008,5,28,4,8.593,FALSE
2008,5,28,5,9.46,FALSE
2008,5,28,6,10.932,FALSE
2008,5,28,7,12.63,FALSE
2008,5,28,8,16.082,FALSE
2008,5,28,9,18.271,FALSE
2008,5,28,10,19.222,FALSE
2008,5,28,11,20.555,FALSE
2008,5,28,12,22.202,FALSE
2008,5,28,13,22.848,FALSE
2008,5,28,14,22.872,FALSE
2008,5,28,15,22.441,FALSE
2008,5,28,16,21.891,FALSE
2008,5,28,17,20.984,FALSE
2008,5,28,18,19.698,FALSE
2008,5,28,19,17.772,FALSE
2008,5,28,20,14.29,FALSE
2008,5,28,21,12.268,FALSE
2008,5,28,22,11.273,FALSE
2008,5,28,23,10.687,FALSE
2008,5,29,0,10.271,FALSE
2008,5,29,1,9.854,FALSE
2008,5,29,2,9.854,FALSE
2008,5,29,3,10.247,FALSE
2008,5,29,4,10.051,FALSE
2008,5,29,5,10.1,FALSE
2008,5,29,6,10.59,FALSE
2008,5,29,7,13.834,FALSE
2008,5,29,8,17.106,FALSE
2008,5,29,9,18.343,FALSE
2008,5,29,10,19.888,FALSE
2008,5,29,11,21.772,FALSE
2008,5,29,12,22.298,FALSE
2008,5,29,13,23.256,FALSE
2008,5,29,14,23.569,FALSE
2008,5,29,15,23.617,FALSE
2008,5,29,16,22.848,FALSE
2008,5,29,17,21.581,FALSE
2008,5,29,18,20.365,FALSE
2008,5,29,19,17.486,FALSE
2008,5,29,20,15.318,FALSE
2008,5,29,21,13.522,FALSE
2008,5,29,22,11.88,FALSE
2008,5,29,23,11.467,FALSE
2008,5,30,0,10.834,FALSE
2008,5,30,1,10.369,FALSE
2008,5,30,2,9.558,FALSE
2008,5,30,3,9.015,FALSE
2008,5,30,4,8.344,FALSE
2008,5,30,5,8.045,FALSE
2008,5,30,6,9.361,FALSE
2008,5,30,7,12.678,FALSE
2008,5,30,8,17.225,FALSE
2008,5,30,9,19.603,FALSE
2008,5,30,10,20.579,FALSE
2008,5,30,11,22.489,FALSE
2008,5,30,12,24.267,FALSE
2008,5,30,13,24.919,FALSE
2008,5,30,14,25.331,TRUE
2008,5,30,15,25.598,TRUE
2008,5,30,16,24.895,FALSE
2008,5,30,17,23.833,FALSE
2008,5,30,18,22.585,FALSE
2008,5,30,19,20.46,FALSE
2008,5,30,20,18.366,FALSE
2008,5,30,21,17.13,FALSE
2008,5,30,22,15.247,FALSE
2008,5,30,23,13.978,FALSE
2008,5,31,0,12.485,FALSE
2008,5,31,1,11.394,FALSE
2008,5,31,2,11.078,FALSE
2008,5,31,3,10.296,FALSE
2008,5,31,4,10.907,FALSE
2008,5,31,5,11.807,FALSE
2008,5,31,6,12.364,FALSE
2008,5,31,7,13.57,FALSE
2008,5,31,8,17.153,FALSE
2008,5,31,9,18.794,FALSE
2008,5,31,10,19.436,FALSE
2008,5,31,11,20.865,FALSE
2008,5,31,12,21.7,FALSE
2008,5,31,13,22.321,FALSE
2008,5,31,14,22.657,FALSE
2008,5,31,15,23.328,FALSE
2008,5,31,16,23.232,FALSE
2008,5,31,17,22.106,FALSE
2008,5,31,18,20.674,FALSE
2008,5,31,19,19.103,FALSE
2008,5,31,20,17.011,FALSE
2008,5,31,21,15.031,FALSE
2008,5,31,22,14.385,FALSE
2008,5,31,23,13.329,FALSE
2008,6,1,0,12.968,FALSE
2008,6,1,1,12.558,FALSE
2008,6,1,2,11.953,FALSE
2008,6,1,3,11.297,FALSE
2008,6,1,4,10.883,FALSE
2008,6,1,5,10.712,FALSE
2008,6,1,6,11.54,FALSE
2008,6,1,7,13.497,FALSE
2008,6,1,8,17.867,FALSE
2008,6,1,9,19.793,FALSE
2008,6,1,10,19.984,FALSE
2008,6,1,11,21.366,FALSE
2008,6,1,12,22.513,FALSE
2008,6,1,13,23.304,FALSE
2008,6,1,14,23.857,FALSE
2008,6,1,15,24.146,FALSE
2008,6,1,16,23.665,FALSE
2008,6,1,17,23.376,FALSE
2008,6,1,18,22.274,FALSE
2008,6,1,19,20.698,FALSE
2008,6,1,20,17.724,FALSE
2008,6,1,21,15.724,FALSE
2008,6,1,22,14.697,FALSE
2008,6,1,23,13.57,FALSE
2008,6,2,0,12.944,FALSE
2008,6,2,1,13.978,FALSE
2008,6,2,2,12.147,FALSE
2008,6,2,3,11.102,FALSE
2008,6,2,4,10.051,FALSE
2008,6,2,5,9.903,FALSE
2008,6,2,6,11.005,FALSE
2008,6,2,7,13.209,FALSE
2008,6,2,8,18.105,FALSE
2008,6,2,9,20.198,FALSE
2008,6,2,10,20.674,FALSE
2008,6,2,11,22.393,FALSE
2008,6,2,12,23.93,FALSE
2008,6,2,13,25.234,TRUE
2008,6,2,14,25.793,TRUE
2008,6,2,15,26.329,TRUE
2008,6,2,16,26.012,TRUE
2008,6,2,17,24.823,FALSE
2008,6,2,18,23.16,FALSE
2008,6,2,19,20.817,FALSE
2008,6,2,20,19.199,FALSE
2008,6,2,21,18.747,FALSE
2008,6,2,22,16.63,FALSE
2008,6,2,23,18.033,FALSE
2008,6,3,0,18.105,FALSE
2008,6,3,1,17.772,FALSE
2008,6,3,2,17.891,FALSE
2008,6,3,3,17.796,FALSE
2008,6,3,4,16.201,FALSE
2008,6,3,5,16.272,FALSE
2008,6,3,6,16.344,FALSE
2008,6,3,7,17.249,FALSE
2008,6,3,8,20.77,FALSE
2008,6,3,9,23.136,FALSE
2008,6,3,10,23.617,FALSE
2008,6,3,11,24.267,FALSE
2008,6,3,12,24.798,FALSE
2008,6,3,13,25.89,TRUE
2008,6,3,14,25.598,TRUE
2008,6,3,15,26.109,TRUE
2008,6,3,16,26.012,TRUE
2008,6,3,17,25.477,TRUE
2008,6,3,18,24.219,FALSE
2008,6,3,19,22.513,FALSE
2008,6,3,20,21.485,FALSE
2008,6,3,21,20.007,FALSE
2008,6,3,22,18.889,FALSE
2008,6,3,23,19.341,FALSE
2008,6,4,0,19.008,FALSE
2008,6,4,1,18.438,FALSE
2008,6,4,2,17.629,FALSE
2008,6,4,3,16.368,FALSE
2008,6,4,4,14.17,FALSE
2008,6,4,5,12.074,FALSE
2008,6,4,6,11.904,FALSE
2008,6,4,7,13.882,FALSE
2008,6,4,8,18.842,FALSE
2008,6,4,9,20.865,FALSE
2008,6,4,10,20.77,FALSE
2008,6,4,11,21.652,FALSE
2008,6,4,12,22.8,FALSE
2008,6,4,13,23.304,FALSE
2008,6,4,14,23.93,FALSE
2008,6,4,15,24.195,FALSE
2008,6,4,16,24.002,FALSE
2008,6,4,17,23.521,FALSE
2008,6,4,18,22.274,FALSE
2008,6,4,19,19.603,FALSE
2008,6,4,20,16.677,FALSE
2008,6,4,21,14.745,FALSE
2008,6,4,22,14.266,FALSE
2008,6,4,23,16.415,FALSE
2008,6,5,0,16.344,FALSE
2008,6,5,1,15.986,FALSE
2008,6,5,2,14.84,FALSE
2008,6,5,3,14.337,FALSE
2008,6,5,4,14.266,FALSE
2008,6,5,5,13.112,FALSE
2008,6,5,6,13.69,FALSE
2008,6,5,7,16.558,FALSE
2008,6,5,8,22.729,FALSE
2008,6,5,9,24.339,FALSE
2008,6,5,10,24.026,FALSE
2008,6,5,11,25.089,TRUE
2008,6,5,12,26.549,TRUE
2008,6,5,13,26.769,TRUE
2008,6,5,14,27.161,TRUE
2008,6,5,15,27.85,TRUE
2008,6,5,16,27.604,TRUE
2008,6,5,17,26.891,TRUE
2008,6,5,18,24.774,FALSE
2008,6,5,19,23.713,FALSE
2008,6,5,20,21.366,FALSE
2008,6,5,21,21.079,FALSE
2008,6,5,22,20.031,FALSE
2008,6,5,23,18.937,FALSE
2008,6,6,0,18.414,FALSE
2008,6,6,1,18.129,FALSE
2008,6,6,2,17.486,FALSE
2008,6,6,3,16.511,FALSE
2008,6,6,4,15.724,FALSE
2008,6,6,5,14.026,FALSE
2008,6,6,6,13.906,FALSE
2008,6,6,7,16.463,FALSE
2008,6,6,8,21.557,FALSE
2008,6,6,9,22.8,FALSE
2008,6,6,10,22.896,FALSE
2008,6,6,11,24.195,FALSE
2008,6,6,12,24.992,FALSE
2008,6,6,13,25.525,TRUE
2008,6,6,14,25.793,TRUE
2008,6,6,15,25.671,TRUE
2008,6,6,16,25.404,TRUE
2008,6,6,17,24.677,FALSE
2008,6,6,18,23.905,FALSE
2008,6,6,19,22.465,FALSE
2008,6,6,20,20.555,FALSE
2008,6,6,21,19.222,FALSE
2008,6,6,22,15.748,FALSE
2008,6,6,23,13.882,FALSE
2008,6,7,0,12.364,FALSE
2008,6,7,1,12.147,FALSE
2008,6,7,2,14.05,FALSE
2008,6,7,3,16.773,FALSE
2008,6,7,4,16.939,FALSE
2008,6,7,5,16.415,FALSE
2008,6,7,6,16.153,FALSE
2008,6,7,7,17.272,FALSE
2008,6,7,8,20.936,FALSE
2008,6,7,9,22.561,FALSE
2008,6,7,10,23.016,FALSE
2008,6,7,11,24.195,FALSE
2008,6,7,12,25.623,TRUE
2008,6,7,13,26.598,TRUE
2008,6,7,14,27.677,TRUE
2008,6,7,15,27.899,TRUE
2008,6,7,16,27.751,TRUE
2008,6,7,17,26.867,TRUE
2008,6,7,18,25.016,TRUE
2008,6,7,19,21.891,FALSE
2008,6,7,20,18.105,FALSE
2008,6,7,21,17.249,FALSE
2008,6,7,22,15.652,FALSE
2008,6,7,23,14.433,FALSE
2008,6,8,0,13.882,FALSE
2008,6,8,1,13.69,FALSE
