"Year","Month","Day","Hour","Temp","Warm_Hour"
2008,4,4,10,18.39,FALSE
2008,4,4,11,20.841,FALSE
2008,4,4,12,21.676,FALSE
2008,4,4,13,21.939,FALSE
2008,4,4,14,22.489,FALSE
2008,4,4,15,20.531,FALSE
2008,4,4,16,18.366,FALSE
2008,4,4,17,16.939,FALSE
2008,4,4,18,16.296,FALSE
2008,4,4,19,14.745,FALSE
2008,4,4,20,12.413,FALSE
2008,4,4,21,10.785,FALSE
2008,4,4,22,10.956,FALSE
2008,4,4,23,10.883,FALSE
2008,4,5,0,9.829,FALSE
2008,4,5,1,9.213,FALSE
2008,4,5,2,7.895,FALSE
2008,4,5,3,5.745,FALSE
2008,4,5,4,4.324,FALSE
2008,4,5,5,3.88,FALSE
2008,4,5,6,4.792,FALSE
2008,4,5,7,6.661,FALSE
2008,4,5,8,9.485,FALSE
2008,4,5,9,12.195,FALSE
2008,4,5,10,15.318,FALSE
2008,4,5,11,17.558,FALSE
2008,4,5,12,19.555,FALSE
2008,4,5,13,20.746,FALSE
2008,4,5,14,21.557,FALSE
2008,4,5,15,22.321,FALSE
2008,4,5,16,20.507,FALSE
2008,4,5,17,18.771,FALSE
2008,4,5,18,16.582,FALSE
2008,4,5,19,14.553,FALSE
2008,4,5,20,12.558,FALSE
2008,4,5,21,12.727,FALSE
2008,4,5,22,11.637,FALSE
2008,4,5,23,11.102,FALSE
2008,4,6,0,11.904,FALSE
2008,4,6,1,11.832,FALSE
2008,4,6,2,11.127,FALSE
2008,4,6,3,10.492,FALSE
2008,4,6,4,10.296,FALSE
2008,4,6,5,9.854,FALSE
2008,4,6,6,9.657,FALSE
2008,4,6,7,11.175,FALSE
2008,4,6,8,15.199,FALSE
2008,4,6,9,17.415,FALSE
2008,4,6,10,19.032,FALSE
2008,4,6,11,19.436,FALSE
2008,4,6,12,19.936,FALSE
2008,4,6,13,20.079,FALSE
2008,4,6,14,20.031,FALSE
2008,4,6,15,20.126,FALSE
2008,4,6,16,19.555,FALSE
2008,4,6,17,18.509,FALSE
2008,4,6,18,16.344,FALSE
2008,4,6,19,13.762,FALSE
2008,4,6,20,12.05,FALSE
2008,4,6,21,11.273,FALSE
2008,4,6,22,10.198,FALSE
2008,4,6,23,8.841,FALSE
2008,4,7,0,6.509,FALSE
2008,4,7,1,5.642,FALSE
2008,4,7,2,5.024,FALSE
2008,4,7,3,6.102,FALSE
2008,4,7,4,5.231,FALSE
2008,4,7,5,4.115,FALSE
2008,4,7,6,3.775,FALSE
2008,4,7,7,7.393,FALSE
2008,4,7,8,12.558,FALSE
2008,4,7,9,14.05,FALSE
2008,4,7,10,15.223,FALSE
2008,4,7,11,16.749,FALSE
2008,4,7,12,18.271,FALSE
2008,4,7,13,19.793,FALSE
2008,4,7,14,20.674,FALSE
2008,4,7,15,20.936,FALSE
2008,4,7,16,20.722,FALSE
2008,4,7,17,18.985,FALSE
2008,4,7,18,16.749,FALSE
2008,4,7,19,14.457,FALSE
2008,4,7,20,13.594,FALSE
2008,4,7,21,12.195,FALSE
2008,4,7,22,10.394,FALSE
2008,4,7,23,10.222,FALSE
2008,4,8,0,11.346,FALSE
2008,4,8,1,9.163,FALSE
2008,4,8,2,10.345,FALSE
2008,4,8,3,8.693,FALSE
2008,4,8,4,9.485,FALSE
2008,4,8,5,8.668,FALSE
2008,4,8,6,9.41,FALSE
2008,4,8,7,9.854,FALSE
2008,4,8,8,12.823,FALSE
2008,4,8,9,14.936,FALSE
2008,4,8,10,16.177,FALSE
2008,4,8,11,18.366,FALSE
2008,4,8,12,18.675,FALSE
2008,4,8,13,18.414,FALSE
2008,4,8,14,18.961,FALSE
2008,4,8,15,18.414,FALSE
2008,4,8,16,17.796,FALSE
2008,4,8,17,16.987,FALSE
2008,4,8,18,16.392,FALSE
2008,4,8,19,14.601,FALSE
2008,4,8,20,12.92,FALSE
2008,4,8,21,11.929,FALSE
2008,4,8,22,11.224,FALSE
2008,4,8,23,10.394,FALSE
2008,4,9,0,10.051,FALSE
2008,4,9,1,8.02,FALSE
2008,4,9,2,5.437,FALSE
2008,4,9,3,4.818,FALSE
2008,4,9,4,5.128,FALSE
2008,4,9,5,3.88,FALSE
2008,4,9,6,3.274,FALSE
2008,4,9,7,7.268,FALSE
2008,4,9,8,11.977,FALSE
2008,4,9,9,14.409,FALSE
2008,4,9,10,15.963,FALSE
2008,4,9,11,17.891,FALSE
2008,4,9,12,20.531,FALSE
2008,4,9,13,21.056,FALSE
2008,4,9,14,21.175,FALSE
2008,4,9,15,21.867,FALSE
2008,4,9,16,21.103,FALSE
2008,4,9,17,19.603,FALSE
2008,4,9,18,17.32,FALSE
2008,4,9,19,14.457,FALSE
2008,4,9,20,12.292,FALSE
2008,4,9,21,11.248,FALSE
2008,4,9,22,9.879,FALSE
2008,4,9,23,8.965,FALSE
2008,4,10,0,7.92,FALSE
2008,4,10,1,8.444,FALSE
2008,4,10,2,6.914,FALSE
2008,4,10,3,7.268,FALSE
2008,4,10,4,6.712,FALSE
2008,4,10,5,8.02,FALSE
2008,4,10,6,6.99,FALSE
2008,4,10,7,9.903,FALSE
2008,4,10,8,16.249,FALSE
2008,4,10,9,18.224,FALSE
2008,4,10,10,20.365,FALSE
2008,4,10,11,21.772,FALSE
2008,4,10,12,23.16,FALSE
2008,4,10,13,24.171,FALSE
2008,4,10,14,25.21,TRUE
2008,4,10,15,25.744,TRUE
2008,4,10,16,25.987,TRUE
2008,4,10,17,24.798,FALSE
2008,4,10,18,22.872,FALSE
2008,4,10,19,19.532,FALSE
2008,4,10,20,15.605,FALSE
2008,4,10,21,13.209,FALSE
2008,4,10,22,12.364,FALSE
2008,4,10,23,16.558,FALSE
2008,4,11,0,19.841,FALSE
2008,4,11,1,19.413,FALSE
2008,4,11,2,19.127,FALSE
2008,4,11,3,18.271,FALSE
2008,4,11,4,17.582,FALSE
2008,4,11,5,16.82,FALSE
2008,4,11,6,16.463,FALSE
2008,4,11,7,17.724,FALSE
2008,4,11,8,19.984,FALSE
2008,4,11,9,21.676,FALSE
2008,4,11,10,24.388,FALSE
2008,4,11,11,25.647,TRUE
2008,4,11,12,27.554,TRUE
2008,4,11,13,28.891,TRUE
2008,4,11,14,29.414,TRUE
2008,4,11,15,30.041,TRUE
2008,4,11,16,29.89,TRUE
2008,4,11,17,28.617,TRUE
2008,4,11,18,26.842,TRUE
2008,4,11,19,21.652,FALSE
2008,4,11,20,19.056,FALSE
2008,4,11,21,16.749,FALSE
2008,4,11,22,15.509,FALSE
2008,4,11,23,14.84,FALSE
2008,4,12,0,14.026,FALSE
2008,4,12,1,13.185,FALSE
2008,4,12,2,11.102,FALSE
2008,4,12,3,10.98,FALSE
2008,4,12,4,9.903,FALSE
2008,4,12,5,9.163,FALSE
2008,4,12,6,8.668,FALSE
2008,4,12,7,12.534,FALSE
2008,4,12,8,18.723,FALSE
2008,4,12,9,22.489,FALSE
2008,4,12,10,25.501,TRUE
2008,4,12,11,27.653,TRUE
2008,4,12,12,29.015,TRUE
2008,4,12,13,29.89,TRUE
2008,4,12,14,30.748,TRUE
2008,4,12,15,30.117,TRUE
2008,4,12,16,29.09,TRUE
2008,4,12,17,28.221,TRUE
2008,4,12,18,25.744,TRUE
2008,4,12,19,21.604,FALSE
2008,4,12,20,19.579,FALSE
2008,4,12,21,18.224,FALSE
2008,4,12,22,15.986,FALSE
2008,4,12,23,16.439,FALSE
2008,4,13,0,17.13,FALSE
2008,4,13,1,14.481,FALSE
2008,4,13,2,13.401,FALSE
2008,4,13,3,12.122,FALSE
2008,4,13,4,11.37,FALSE
2008,4,13,5,10.541,FALSE
2008,4,13,6,10.663,FALSE
2008,4,13,7,13.329,FALSE
2008,4,13,8,18.699,FALSE
2008,4,13,9,21.127,FALSE
2008,4,13,10,24.074,FALSE
2008,4,13,11,25.963,TRUE
2008,4,13,12,27.259,TRUE
2008,4,13,13,28.816,TRUE
2008,4,13,14,29.265,TRUE
2008,4,13,15,29.991,TRUE
2008,4,13,16,30.495,TRUE
2008,4,13,17,29.19,TRUE
2008,4,13,18,26.646,TRUE
2008,4,13,19,22.082,FALSE
2008,4,13,20,18.771,FALSE
2008,4,13,21,16.892,FALSE
2008,4,13,22,15.031,FALSE
2008,4,13,23,13.858,FALSE
2008,4,14,0,12.171,FALSE
2008,4,14,1,11.71,FALSE
2008,4,14,2,14.888,FALSE
2008,4,14,3,12.243,FALSE
2008,4,14,4,12.195,FALSE
2008,4,14,5,12.074,FALSE
2008,4,14,6,11.88,FALSE
2008,4,14,7,12.534,FALSE
2008,4,14,8,14.864,FALSE
2008,4,14,9,13.786,FALSE
2008,4,14,10,15.796,FALSE
2008,4,14,11,19.865,FALSE
2008,4,14,12,21.557,FALSE
2008,4,14,13,21.772,FALSE
2008,4,14,14,21.748,FALSE
2008,4,14,15,20.96,FALSE
2008,4,14,16,20.007,FALSE
2008,4,14,17,17.605,FALSE
2008,4,14,18,15.199,FALSE
2008,4,14,19,13.161,FALSE
2008,4,14,20,11.807,FALSE
2008,4,14,21,10.32,FALSE
2008,4,14,22,9.485,FALSE
2008,4,14,23,9.064,FALSE
2008,4,15,0,8.22,FALSE
2008,4,15,1,6.306,FALSE
2008,4,15,2,7.217,FALSE
2008,4,15,3,7.419,FALSE
2008,4,15,4,7.066,FALSE
2008,4,15,5,6.737,FALSE
2008,4,15,6,5.102,FALSE
2008,4,15,7,7.945,FALSE
2008,4,15,8,11.71,FALSE
2008,4,15,9,13.377,FALSE
2008,4,15,10,15.461,FALSE
2008,4,15,11,16.32,FALSE
2008,4,15,12,17.51,FALSE
2008,4,15,13,18.2,FALSE
2008,4,15,14,18.937,FALSE
2008,4,15,15,19.532,FALSE
2008,4,15,16,18.985,FALSE
2008,4,15,17,18.343,FALSE
2008,4,15,18,17.011,FALSE
2008,4,15,19,13.786,FALSE
2008,4,15,20,10.932,FALSE
2008,4,15,21,10.1,FALSE
2008,4,15,22,11.419,FALSE
2008,4,15,23,11.248,FALSE
2008,4,16,0,10.541,FALSE
2008,4,16,1,9.682,FALSE
2008,4,16,2,8.319,FALSE
2008,4,16,3,9.78,FALSE
2008,4,16,4,11.613,FALSE
2008,4,16,5,11.589,FALSE
2008,4,16,6,11.273,FALSE
2008,4,16,7,12.727,FALSE
2008,4,16,8,14.745,FALSE
2008,4,16,9,16.32,FALSE
2008,4,16,10,19.127,FALSE
2008,4,16,11,20.793,FALSE
2008,4,16,12,22.274,FALSE
2008,4,16,13,22.992,FALSE
2008,4,16,14,23.617,FALSE
2008,4,16,15,24.026,FALSE
2008,4,16,16,24.002,FALSE
2008,4,16,17,23.28,FALSE
2008,4,16,18,21.628,FALSE
2008,4,16,19,17.534,FALSE
2008,4,16,20,14.098,FALSE
2008,4,16,21,12.461,FALSE
2008,4,16,22,11.759,FALSE
2008,4,16,23,11.492,FALSE
2008,4,17,0,11.565,FALSE
2008,4,17,1,11.807,FALSE
2008,4,17,2,8.841,FALSE
2008,4,17,3,7.343,FALSE
2008,4,17,4,6.788,FALSE
2008,4,17,5,6.433,FALSE
2008,4,17,6,6.102,FALSE
2008,4,17,7,9.682,FALSE
2008,4,17,8,16.558,FALSE
2008,4,17,9,19.603,FALSE
2008,4,17,10,22.369,FALSE
2008,4,17,11,24.605,FALSE
2008,4,17,12,26.036,TRUE
2008,4,17,13,27.112,TRUE
2008,4,17,14,27.998,TRUE
2008,4,17,15,27.974,TRUE
2008,4,17,16,27.628,TRUE
2008,4,17,17,26.646,TRUE
2008,4,17,18,24.363,FALSE
2008,4,17,19,19.341,FALSE
2008,4,17,20,16.915,FALSE
2008,4,17,21,15.103,FALSE
2008,4,17,22,12.775,FALSE
2008,4,17,23,11.394,FALSE
2008,4,18,0,10.271,FALSE
2008,4,18,1,8.916,FALSE
2008,4,18,2,9.089,FALSE
2008,4,18,3,8.965,FALSE
2008,4,18,4,9.657,FALSE
2008,4,18,5,7.645,FALSE
2008,4,18,6,7.544,FALSE
2008,4,18,7,10.81,FALSE
2008,4,18,8,16.844,FALSE
2008,4,18,9,19.175,FALSE
2008,4,18,10,22.753,FALSE
2008,4,18,11,23.833,FALSE
2008,4,18,12,25.647,TRUE
2008,4,18,13,26.549,TRUE
2008,4,18,14,26.085,TRUE
2008,4,18,15,26.671,TRUE
2008,4,18,16,25.939,TRUE
2008,4,18,17,23.905,FALSE
2008,4,18,18,21.413,FALSE
2008,4,18,19,17.106,FALSE
2008,4,18,20,13.93,FALSE
2008,4,18,21,12.558,FALSE
2008,4,18,22,11.029,FALSE
2008,4,18,23,10.296,FALSE
2008,4,19,0,8.916,FALSE
2008,4,19,1,7.77,FALSE
2008,4,19,2,10.198,FALSE
2008,4,19,3,9.854,FALSE
2008,4,19,4,9.064,FALSE
2008,4,19,5,8.568,FALSE
2008,4,19,6,8.27,FALSE
2008,4,19,7,9.657,FALSE
2008,4,19,8,13.233,FALSE
2008,4,19,9,15.223,FALSE
2008,4,19,10,17.843,FALSE
2008,4,19,11,19.484,FALSE
2008,4,19,12,20.96,FALSE
2008,4,19,13,21.843,FALSE
2008,4,19,14,21.987,FALSE
2008,4,19,15,21.079,FALSE
2008,4,19,16,19.484,FALSE
2008,4,19,17,16.892,FALSE
2008,4,19,18,14.002,FALSE
2008,4,19,19,11.321,FALSE
2008,4,19,20,9.706,FALSE
2008,4,19,21,8.618,FALSE
2008,4,19,22,8.02,FALSE
2008,4,19,23,7.393,FALSE
2008,4,20,0,6.99,FALSE
2008,4,20,1,6.458,FALSE
2008,4,20,2,5.77,FALSE
2008,4,20,3,5.385,FALSE
2008,4,20,4,4.869,FALSE
2008,4,20,5,2.37,FALSE
2008,4,20,6,1.967,FALSE
2008,4,20,7,5.36,FALSE
2008,4,20,8,9.213,FALSE
2008,4,20,9,11.37,FALSE
2008,4,20,10,13.978,FALSE
2008,4,20,11,15.175,FALSE
2008,4,20,12,15.915,FALSE
2008,4,20,13,16.701,FALSE
2008,4,20,14,17.225,FALSE
2008,4,20,15,17.32,FALSE
2008,4,20,16,17.249,FALSE
2008,4,20,17,16.272,FALSE
2008,4,20,18,14.409,FALSE
2008,4,20,19,11.977,FALSE
2008,4,20,20,10.467,FALSE
2008,4,20,21,9.682,FALSE
2008,4,20,22,7.217,FALSE
2008,4,20,23,5.591,FALSE
2008,4,21,0,6.408,FALSE
2008,4,21,1,6.458,FALSE
2008,4,21,2,6.179,FALSE
2008,4,21,3,5.642,FALSE
2008,4,21,4,4.506,FALSE
2008,4,21,5,4.402,FALSE
2008,4,21,6,1.967,FALSE
2008,4,21,7,5.308,FALSE
2008,4,21,8,10.712,FALSE
2008,4,21,9,12.05,FALSE
2008,4,21,10,15.199,FALSE
2008,4,21,11,16.106,FALSE
2008,4,21,12,17.51,FALSE
2008,4,21,13,17.582,FALSE
2008,4,21,14,18.509,FALSE
2008,4,21,15,18.794,FALSE
2008,4,21,16,18.319,FALSE
2008,4,21,17,17.034,FALSE
2008,4,21,18,14.792,FALSE
2008,4,21,19,12.968,FALSE
2008,4,21,20,10.614,FALSE
2008,4,21,21,10.907,FALSE
2008,4,21,22,11.759,FALSE
2008,4,21,23,11.37,FALSE
2008,4,22,0,10.761,FALSE
2008,4,22,1,9.928,FALSE
2008,4,22,2,8.593,FALSE
2008,4,22,3,10.075,FALSE
2008,4,22,4,9.805,FALSE
2008,4,22,5,9.361,FALSE
2008,4,22,6,7.544,FALSE
2008,4,22,7,9.238,FALSE
2008,4,22,8,13.978,FALSE
2008,4,22,9,16.034,FALSE
2008,4,22,10,18.152,FALSE
2008,4,22,11,19.603,FALSE
2008,4,22,12,19.746,FALSE
2008,4,22,13,19.032,FALSE
2008,4,22,14,16.225,FALSE
2008,4,22,15,15.366,FALSE
2008,4,22,16,14.768,FALSE
2008,4,22,17,15.079,FALSE
2008,4,22,18,14.457,FALSE
2008,4,22,19,13.425,FALSE
2008,4,22,20,13.016,FALSE
2008,4,22,21,12.727,FALSE
2008,4,22,22,12.437,FALSE
2008,4,22,23,11.734,FALSE
2008,4,23,0,11.929,FALSE
2008,4,23,1,11.637,FALSE
2008,4,23,2,10.59,FALSE
2008,4,23,3,8.99,FALSE
2008,4,23,4,9.312,FALSE
2008,4,23,5,8.618,FALSE
2008,4,23,6,7.619,FALSE
2008,4,23,7,10.1,FALSE
2008,4,23,8,13.93,FALSE
2008,4,23,9,15.103,FALSE
2008,4,23,10,15.461,FALSE
2008,4,23,11,14.936,FALSE
2008,4,23,12,13.473,FALSE
2008,4,23,13,16.749,FALSE
2008,4,23,14,16.987,FALSE
2008,4,23,15,17.558,FALSE
2008,4,23,16,16.892,FALSE
2008,4,23,17,15.438,FALSE
2008,4,23,18,13.064,FALSE
2008,4,23,19,10.907,FALSE
2008,4,23,20,8.767,FALSE
2008,4,23,21,9.361,FALSE
2008,4,23,22,6.813,FALSE
2008,4,23,23,4.921,FALSE
2008,4,24,0,3.958,FALSE
2008,4,24,1,3.38,FALSE
2008,4,24,2,4.402,FALSE
2008,4,24,3,3.749,FALSE
2008,4,24,4,4.584,FALSE
2008,4,24,5,3.67,FALSE
2008,4,24,6,4.011,FALSE
2008,4,24,7,8.494,FALSE
2008,4,24,8,12.147,FALSE
2008,4,24,9,14.409,FALSE
2008,4,24,10,17.13,FALSE
2008,4,24,11,18.699,FALSE
2008,4,24,12,20.222,FALSE
2008,4,24,13,21.008,FALSE
2008,4,24,14,21.724,FALSE
2008,4,24,15,21.795,FALSE
2008,4,24,16,21.724,FALSE
2008,4,24,17,20.793,FALSE
2008,4,24,18,18.319,FALSE
2008,4,24,19,13.834,FALSE
2008,4,24,20,11.686,FALSE
2008,4,24,21,10.736,FALSE
2008,4,24,22,10.222,FALSE
2008,4,24,23,10.222,FALSE
2008,4,25,0,11.102,FALSE
2008,4,25,1,10.001,FALSE
2008,4,25,2,7.87,FALSE
2008,4,25,3,6.99,FALSE
2008,4,25,4,6.889,FALSE
2008,4,25,5,6.611,FALSE
2008,4,25,6,6.382,FALSE
2008,4,25,7,10.247,FALSE
2008,4,25,8,15.318,FALSE
2008,4,25,9,18.129,FALSE
2008,4,25,10,20.77,FALSE
2008,4,25,11,22.609,FALSE
2008,4,25,12,25.113,TRUE
2008,4,25,13,25.258,TRUE
2008,4,25,14,25.768,TRUE
2008,4,25,15,26.622,TRUE
2008,4,25,16,26.353,TRUE
2008,4,25,17,24.919,FALSE
2008,4,25,18,22.393,FALSE
2008,4,25,19,18.675,FALSE
2008,4,25,20,15.652,FALSE
2008,4,25,21,14.553,FALSE
2008,4,25,22,13.858,FALSE
2008,4,25,23,13.786,FALSE
2008,4,26,0,13.112,FALSE
2008,4,26,1,11.419,FALSE
2008,4,26,2,12.171,FALSE
2008,4,26,3,11.904,FALSE
2008,4,26,4,11.224,FALSE
2008,4,26,5,11.637,FALSE
2008,4,26,6,11.492,FALSE
2008,4,26,7,17.796,FALSE
2008,4,26,8,21.795,FALSE
2008,4,26,9,23.833,FALSE
2008,4,26,10,26.426,TRUE
2008,4,26,11,27.899,TRUE
2008,4,26,12,29.165,TRUE
2008,4,26,13,29.941,TRUE
2008,4,26,14,30.243,TRUE
2008,4,26,15,30.545,TRUE
2008,4,26,16,30.041,TRUE
2008,4,26,17,28.345,TRUE
2008,4,26,18,25.089,TRUE
2008,4,26,19,20.793,FALSE
2008,4,26,20,19.08,FALSE
2008,4,26,21,18.224,FALSE
2008,4,26,22,16.392,FALSE
2008,4,26,23,15.748,FALSE
2008,4,27,0,17.368,FALSE
2008,4,27,1,18.033,FALSE
2008,4,27,2,18.033,FALSE
2008,4,27,3,14.457,FALSE
2008,4,27,4,13.088,FALSE
2008,4,27,5,12.847,FALSE
2008,4,27,6,13.449,FALSE
2008,4,27,7,16.415,FALSE
2008,4,27,8,21.724,FALSE
2008,4,27,9,24.605,FALSE
2008,4,27,10,27.235,TRUE
2008,4,27,11,29.09,TRUE
2008,4,27,12,30.495,TRUE
2008,4,27,13,31.586,TRUE
2008,4,27,14,32.227,TRUE
2008,4,27,15,32.175,TRUE
2008,4,27,16,31.331,TRUE
2008,4,27,17,29.315,TRUE
2008,4,27,18,26.426,TRUE
2008,4,27,19,21.652,FALSE
2008,4,27,20,19.151,FALSE
2008,4,27,21,18.533,FALSE
2008,4,27,22,17.415,FALSE
2008,4,27,23,14.792,FALSE
2008,4,28,0,15.223,FALSE
2008,4,28,1,15.031,FALSE
2008,4,28,2,16.463,FALSE
2008,4,28,3,13.377,FALSE
2008,4,28,4,10.687,FALSE
2008,4,28,5,10.32,FALSE
2008,4,28,6,10.345,FALSE
2008,4,28,7,13.57,FALSE
2008,4,28,8,19.603,FALSE
2008,4,28,9,22.848,FALSE
2008,4,28,10,25.113,TRUE
2008,4,28,11,26.72,TRUE
2008,4,28,12,28.32,TRUE
2008,4,28,13,29.565,TRUE
2008,4,28,14,29.966,TRUE
2008,4,28,15,30.217,TRUE
2008,4,28,16,29.439,TRUE
2008,4,28,17,27.333,TRUE
2008,4,28,18,25.089,TRUE
2008,4,28,19,22.154,FALSE
2008,4,28,20,21.939,FALSE
2008,4,28,21,18.033,FALSE
2008,4,28,22,15.796,FALSE
2008,4,28,23,12.968,FALSE
2008,4,29,0,11.832,FALSE
2008,4,29,1,11.029,FALSE
2008,4,29,2,12.461,FALSE
2008,4,29,3,12.243,FALSE
2008,4,29,4,11.734,FALSE
2008,4,29,5,11.078,FALSE
2008,4,29,6,11.175,FALSE
2008,4,29,7,13.233,FALSE
2008,4,29,8,15.843,FALSE
2008,4,29,9,17.368,FALSE
2008,4,29,10,18.771,FALSE
2008,4,29,11,19.96,FALSE
2008,4,29,12,21.318,FALSE
2008,4,29,13,21.819,FALSE
2008,4,29,14,22.226,FALSE
2008,4,29,15,21.724,FALSE
2008,4,29,16,20.627,FALSE
2008,4,29,17,19.294,FALSE
2008,4,29,18,17.344,FALSE
2008,4,29,19,15.175,FALSE
2008,4,29,20,13.81,FALSE
2008,4,29,21,12.461,FALSE
2008,4,29,22,11.783,FALSE
2008,4,29,23,11.102,FALSE
2008,4,30,0,8.916,FALSE
2008,4,30,1,7.72,FALSE
2008,4,30,2,7.97,FALSE
2008,4,30,3,6.712,FALSE
2008,4,30,4,5.462,FALSE
2008,4,30,5,4.895,FALSE
2008,4,30,6,6,FALSE
2008,4,30,7,9.336,FALSE
2008,4,30,8,13.401,FALSE
2008,4,30,9,14.601,FALSE
2008,4,30,10,16.963,FALSE
2008,4,30,11,18.152,FALSE
2008,4,30,12,19.603,FALSE
2008,4,30,13,19.912,FALSE
2008,4,30,14,20.246,FALSE
2008,4,30,15,20.365,FALSE
2008,4,30,16,20.365,FALSE
2008,4,30,17,19.294,FALSE
2008,4,30,18,17.153,FALSE
2008,4,30,19,14.05,FALSE
2008,4,30,20,12.364,FALSE
2008,4,30,21,11.224,FALSE
2008,4,30,22,12.461,FALSE
2008,4,30,23,12.171,FALSE
2008,5,1,0,11.565,FALSE
2008,5,1,1,9.829,FALSE
2008,5,1,2,10.247,FALSE
2008,5,1,3,12.147,FALSE
2008,5,1,4,11.686,FALSE
2008,5,1,5,11.589,FALSE
2008,5,1,6,11.807,FALSE
2008,5,1,7,13.137,FALSE
2008,5,1,8,15.414,FALSE
2008,5,1,9,17.13,FALSE
2008,5,1,10,19.318,FALSE
2008,5,1,11,21.008,FALSE
2008,5,1,12,22.393,FALSE
2008,5,1,13,23.521,FALSE
2008,5,1,14,24.412,FALSE
2008,5,1,15,24.919,FALSE
2008,5,1,16,24.484,FALSE
2008,5,1,17,23.521,FALSE
2008,5,1,18,20.627,FALSE
2008,5,1,19,16.272,FALSE
2008,5,1,20,13.738,FALSE
2008,5,1,21,12.098,FALSE
2008,5,1,22,11.759,FALSE
2008,5,1,23,10.785,FALSE
2008,5,2,0,10.345,FALSE
2008,5,2,1,10.247,FALSE
2008,5,2,2,10.834,FALSE
2008,5,2,3,9.287,FALSE
2008,5,2,4,7.419,FALSE
2008,5,2,5,6.914,FALSE
2008,5,2,6,7.318,FALSE
2008,5,2,7,10.443,FALSE
2008,5,2,8,15.031,FALSE
2008,5,2,9,18.129,FALSE
2008,5,2,10,20.079,FALSE
2008,5,2,11,21.891,FALSE
2008,5,2,12,22.92,FALSE
2008,5,2,13,22.944,FALSE
2008,5,2,14,23.04,FALSE
2008,5,2,15,23.328,FALSE
2008,5,2,16,22.8,FALSE
2008,5,2,17,22.465,FALSE
2008,5,2,18,20.055,FALSE
2008,5,2,19,16.511,FALSE
2008,5,2,20,14.864,FALSE
2008,5,2,21,13.93,FALSE
2008,5,2,22,12.171,FALSE
2008,5,2,23,10.98,FALSE
2008,5,3,0,10.1,FALSE
2008,5,3,1,8.742,FALSE
2008,5,3,2,8.12,FALSE
2008,5,3,3,8.469,FALSE
2008,5,3,4,8.22,FALSE
2008,5,3,5,7.92,FALSE
2008,5,3,6,8.941,FALSE
2008,5,3,7,10.932,FALSE
2008,5,3,8,13.93,FALSE
2008,5,3,9,16.82,FALSE
2008,5,3,10,19.888,FALSE
2008,5,3,11,21.676,FALSE
2008,5,3,12,23.472,FALSE
2008,5,3,13,24.847,FALSE
2008,5,3,14,25.404,TRUE
2008,5,3,15,25.939,TRUE
2008,5,3,16,25.598,TRUE
2008,5,3,17,24.291,FALSE
2008,5,3,18,22.657,FALSE
2008,5,3,19,19.603,FALSE
2008,5,3,20,17.915,FALSE
2008,5,3,21,16.463,FALSE
2008,5,3,22,14.074,FALSE
2008,5,3,23,12.896,FALSE
2008,5,4,0,12.025,FALSE
2008,5,4,1,11.467,FALSE
2008,5,4,2,11.127,FALSE
2008,5,4,3,9.952,FALSE
2008,5,4,4,9.361,FALSE
2008,5,4,5,9.188,FALSE
2008,5,4,6,9.805,FALSE
2008,5,4,7,12.703,FALSE
2008,5,4,8,16.725,FALSE
2008,5,4,9,19.199,FALSE
2008,5,4,10,21.819,FALSE
2008,5,4,11,23.978,FALSE
2008,5,4,12,24.871,FALSE
2008,5,4,13,24.557,FALSE
2008,5,4,14,24.171,FALSE
2008,5,4,15,23.617,FALSE
2008,5,4,16,22.082,FALSE
2008,5,4,17,20.65,FALSE
2008,5,4,18,18.794,FALSE
2008,5,4,19,16.725,FALSE
2008,5,4,20,13.714,FALSE
2008,5,4,21,12.751,FALSE
2008,5,4,22,12.364,FALSE
2008,5,4,23,12.847,FALSE
2008,5,5,0,11.856,FALSE
2008,5,5,1,10.565,FALSE
2008,5,5,2,10.001,FALSE
2008,5,5,3,9.534,FALSE
2008,5,5,4,9.435,FALSE
2008,5,5,5,9.089,FALSE
2008,5,5,6,9.977,FALSE
2008,5,5,7,12.823,FALSE
2008,5,5,8,18.913,FALSE
2008,5,5,9,22.896,FALSE
2008,5,5,10,25.428,TRUE
2008,5,5,11,27.382,TRUE
2008,5,5,12,27.949,TRUE
2008,5,5,13,29.065,TRUE
2008,5,5,14,28.543,TRUE
2008,5,5,15,28.493,TRUE
2008,5,5,16,27.825,TRUE
2008,5,5,17,26.256,TRUE
2008,5,5,18,23.545,FALSE
2008,5,5,19,21.843,FALSE
2008,5,5,20,17.796,FALSE
2008,5,5,21,15.533,FALSE
2008,5,5,22,14.314,FALSE
2008,5,5,23,13.233,FALSE
2008,5,6,0,12.34,FALSE
2008,5,6,1,11.904,FALSE
2008,5,6,2,11.053,FALSE
2008,5,6,3,10.687,FALSE
2008,5,6,4,10.59,FALSE
2008,5,6,5,10.785,FALSE
2008,5,6,6,10.32,FALSE
2008,5,6,7,12.219,FALSE
2008,5,6,8,14.361,FALSE
2008,5,6,9,16.463,FALSE
2008,5,6,10,19.365,FALSE
2008,5,6,11,21.533,FALSE
2008,5,6,12,23.833,FALSE
2008,5,6,13,25.404,TRUE
2008,5,6,14,26.524,TRUE
2008,5,6,15,27.161,TRUE
2008,5,6,16,25.525,TRUE
2008,5,6,17,24.002,FALSE
