"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-3,16,0.581149850102673,86.3001389855863
10,-3,17,0.53581403059453,99.2188473130827
10,-3,18,0.505766920941554,112.196653705233
10,-3,19,0.463568210639984,125.02101723001
10,-3,20,0.45052519782342,137.492679520914
10,-3,21,0.328701890883947,149.420582746643
10,-3,22,0.230062545692981,160.623543276986
10,-3,23,0.14441175682655,170.937539816045
10,-3,24,0.0775656889299013,180.221614514442
10,-3,25,0,188.360261339241
10,-3,26,0,190.019650772623
10,-3,27,0,186.723204768607
10,-3,28,0,181.003350580708
10,-3,29,0,173.31855992149
10,-3,30,0,163.966688978354
10,-2,-2,0.0069229224417639,0
10,-2,-1,0.0167760069790017,0
10,-2,0,0.0517688872047227,0
10,-2,1,0.165663989402054,0
10,-2,2,0.413955699601543,0
10,-2,3,0.601169238376862,0
10,-2,4,0.634388847367324,0
10,-2,5,0.676813425169843,0.345032859227298
10,-2,6,0.677068888746088,1.82876630705733
10,-2,7,0.704039077093692,4.72081915404618
10,-2,8,0.70381669206104,9.11077372635348
10,-2,9,0.706753208354057,14.9904522655771
10,-2,10,0.711143159459732,22.3049962777427
10,-2,11,0.708232261757134,30.9562281858597
10,-2,12,0.70763738595449,40.8125537711788
10,-2,13,0.695038951963522,51.719121451734
10,-2,14,0.644973565880877,63.4957091279946
10,-2,15,0.59509650694701,75.9519365060307
10,-2,16,0.540347633247669,88.881060265163
10,-2,17,0.540172225881144,102.067242600157
10,-2,18,0.502946177743682,115.30104301481
10,-2,19,0.464682749887342,128.371344033667
10,-2,20,0.473272240198746,141.071107867419
10,-2,21,0.339559195290741,153.205190590176
10,-2,22,0.234495428520856,164.597924431415
10,-2,23,0.161657570052582,175.084496949147
10,-2,24,0.0757141166939738,184.518857022701
10,-2,25,0,192.778748252662
10,-2,26,0,194.412725083479
10,-2,27,0,191.073268016709
10,-2,28,0,185.287101866762
10,-2,29,0,177.38062802845
10,-2,30,0,167.94494111479
10,-1,-1,0.0315899315741166,0
10,-1,0,0.0728368995523787,0
10,-1,1,0.194738054958861,0
10,-1,2,0.444276933030412,0
10,-1,3,0.610095866150051,0
10,-1,4,0.645044024521511,0
10,-1,5,0.700677697198698,0.373708675142971
10,-1,6,0.699107217062659,1.95596093708331
10,-1,7,0.711323315139752,5.01013163630595
10,-1,8,0.716616762015251,9.60776053193494
10,-1,9,0.721449062031111,15.7342037674562
10,-1,10,0.721142761790282,23.3236503454487
10,-1,11,0.725616957430329,32.2699746169988
10,-1,12,0.710758880229827,42.4356516184476
10,-1,13,0.674280627591646,53.6580947384346
10,-1,14,0.647577662854638,65.7549437770432
10,-1,15,0.596061067340411,78.523086787292
10,-1,16,0.594209061530847,91.7576161986833
10,-1,17,0.548522717529569,105.242418306485
10,-1,18,0.523418492020544,118.758709034894
10,-1,19,0.468759216830535,132.096361374309
10,-1,20,0.473136506677901,145.047503788939
10,-1,21,0.319859506624153,157.411884753013
10,-1,22,0.239527664926716,169.005699793214
10,-1,23,0.161402287200772,179.666188392167
10,-1,24,0.0708247475942634,189.252525553369
10,-1,25,0,197.643112184489
10,-1,26,0,199.265275053653
10,-1,27,0,195.881768997989
10,-1,28,0,190.021088252174
10,-1,29,0,181.840647276288
10,-1,30,0,172.350134579538
10,0,0,0.129224741976856,0
10,0,1,0.257024669442605,0
10,0,2,0.494511017623621,0
10,0,3,0.623154208989095,0
10,0,4,0.661091127990355,0
10,0,5,0.71343669071984,0.409977834332689
10,0,6,0.712162163950467,2.11308215793738
10,0,7,0.723538820447772,5.35908879177972
10,0,8,0.727563925380039,10.1996029948246
10,0,9,0.735428283049993,16.6092925123024
10,0,10,0.738034625494613,24.5117886553758
10,0,11,0.719555322740609,33.7913832206228
10,0,12,0.693538949040417,44.3048872510874
10,0,13,0.684702732621439,55.8786499665722
10,0,14,0.669050544961382,68.3273317620652
10,0,15,0.630701107062276,81.4454582393625
10,0,16,0.598068481644788,95.021282970896
10,0,17,0.517043582526484,108.83634799924
10,0,18,0.491769850092415,122.665913475792
10,0,19,0.465116532841075,136.291921216351
10,0,20,0.449419007385027,149.507571925008
10,0,21,0.311486715729121,162.11346424019
10,0,22,0.236648622628407,173.923995091088
10,0,23,0.143098074629469,184.772571022876
10,0,24,0.0632136289541246,194.515164450241
10,0,25,0,203.031430517623
10,0,26,0,204.631280597045
10,0,27,0,201.183122329918
10,0,28,0,195.219226490242
10,0,29,0,186.744243814217
10,0,30,0,177.224982655718
10,1,1,0.389420828083557,0
10,1,2,0.582077579605127,0
10,1,3,0.642057066952953,0
10,1,4,0.674645387583646,0
10,1,5,0.736177061426932,0.459138540211629
10,1,6,0.739642382544445,2.31683774874787
10,1,7,0.749037899211084,5.79459802208695
10,1,8,0.753474978636145,10.9253781066014
10,1,9,0.756154434384681,17.6677768177964
10,1,10,0.743808592236741,25.9336632761253
10,1,11,0.734768999963002,35.5959254307801
10,1,12,0.726869292130508,46.5032822602527
10,1,13,0.698158021786355,58.4785901079212
10,1,14,0.675649984002195,71.328126657455
10,1,15,0.534181989806806,84.8380687412947
10,1,16,0.589768185466804,98.7911783649056
10,1,17,0.408811480337859,112.963787060819
10,1,18,0.484589483547483,127.12885913899
10,1,19,0.436970764348072,141.064857210255
10,1,20,0.421690094149282,154.559210582688
10,1,21,0.288800097536363,167.411439009982
10,1,22,0.222157881165249,179.436690547805
10,1,23,0.125175593854457,190.469515875375
10,1,24,0.0404325980037377,200.366388063125
10,1,25,0,209.008024013992
10,1,26,0,210.586036492955
10,1,27,0,207.062894559336
10,1,28,0,200.939429042491
10,1,29,0,192.219712937109
10,1,30,0,182.671493499554
10,2,2,0.650358636641479,0
10,2,3,0.6600879579529,0
10,2,4,0.692142118029953,0
10,2,5,0.753023842697535,0.530522823806652
10,2,6,0.761821808787145,2.59371136701772
10,2,7,0.771487337313494,6.36737508330009
10,2,8,0.771148941690689,11.8572443471551
10,2,9,0.764152670530243,19.0021919183318
10,2,10,0.763723157562495,27.7001800322592
10,2,11,0.763559778717478,37.8158052595621
10,2,12,0.739971177912277,49.1829774744628
10,2,13,0.721540608495666,61.6170435476361
10,2,14,0.697780639809951,74.9119407444704
10,2,15,0.625717028692642,88.8509983309661
10,2,16,0.601383269619436,103.209602723529
10,2,17,0.554055007666744,117.759671356987
10,2,18,0.361807821055387,132.274036104627
10,2,19,0.354466512513184,146.529922545835
10,2,20,0.328154527196171,160.313027026747
10,2,21,0.284276929804196,173.421944798859
10,2,22,0.191703431975683,185.671431334714
10,2,23,0.0855355588044505,196.895687716283
10,2,24,0.0201777592001235,206.951212315459
10,2,25,0,215.719129349047
10,2,26,0,217.273325795055
10,2,27,0,213.659078062899
10,2,28,0,207.333040611431
10,2,29,0,198.391247941202
10,2,30,0,188.802181020429
10,3,3,0.67385540619137,0
10,3,4,0.704505183221608,0
10,3,5,0.77225139594991,0.65119180624118
10,3,6,0.781254440723725,3.01499284379924
10,3,7,0.782587962564583,7.19336686926977
10,3,8,0.774912166442521,13.1536805819376
10,3,9,0.762292849547577,20.8084781774158
10,3,10,0.747710546887757,30.033019642236
10,3,11,0.740366494664985,40.676285146034
10,3,12,0.716105458913615,52.5643506132592
10,3,13,0.671585802760472,65.5032108787264
10,3,14,0.654918802877673,79.2833265979533
10,3,15,0.621399345206732,93.6837608382739
10,3,16,0.57887152006295,108.476465902176
10,3,17,0.433478878272316,123.430295371077
10,3,18,0.362090459342228,138.315185212917
10,3,19,0.353969754367665,152.90642582369
10,3,20,0.247183256843617,166.988774048786
10,3,21,0.193342450088184,180.360210046646
10,3,22,0.143160872670755,192.835434882978
10,3,23,0.107288278334088,204.24906374439
10,3,24,0,214.458401095813
10,3,25,0,223.345751724566
10,3,26,0,224.867622531192
10,3,27,0,221.134956422282
10,3,28,0,214.566200204257
10,3,29,0,205.416839631263
10,3,30,0,195.757071287986
10,4,4,0.734461251188392,0
10,4,5,0.784121018104568,0.971518037357646
10,4,6,0.782939192041973,3.87023542459858
10,4,7,0.784351517565228,8.64893624864023
10,4,8,0.777145271366193,15.2299024343014
10,4,9,0.770214051209615,23.5063563768242
10,4,10,0.764707874984669,33.3444409674257
10,4,11,0.750284662392054,44.585698311219
10,4,12,0.734293324013635,57.0499987278725
10,4,13,0.711310604726905,70.5388628895494
10,4,14,0.685469672342657,84.8391123627865
10,4,15,0.661618302592487,99.7267775324091
10,4,16,0.632133801926819,114.971187021122
10,4,17,0.584647058098656,130.339159373707
10,4,18,0.552007214139246,145.599216014391
10,4,19,0.53685139908932,160.525734342405
10,4,20,0.371259024396208,174.902961303126
10,4,21,0.260668327888694,188.528810827315
10,4,22,0.131779132955668,201.218373102894
10,4,23,0.0761308294313024,212.807069636363
10,4,24,0,223.153395349011
10,4,25,0,232.141197385742
10,4,26,0,233.610290750529
10,4,27,0,229.718466949488
10,4,28,0,222.856208223345
10,4,29,0,213.505217575712
10,4,30,0,203.645166443847
10,5,5,0.803177024214958,2.8146317912671
10,5,6,0.817577835632368,6.40838853404679
10,5,7,0.826644742534824,11.8719580216705
10,5,8,0.827382082815136,19.1233842451504
10,5,9,0.824921468731036,28.0518098498754
10,5,10,0.822523259210471,38.5195025023139
10,5,11,0.818326752480295,50.3643770576649
10,5,12,0.80863540134541,63.4029645042837
10,5,13,0.789354166808911,77.4337699804576
10,5,14,0.752117809524382,92.2409546356283
10,5,15,0.713039885986748,107.59826989165
10,5,16,0.6677875654341,123.273167873793
10,5,17,0.588818161870801,139.031008520193
10,5,18,0.531411124401399,154.639282205549
10,5,19,0.441504254708014,169.871766661037
10,5,20,0.296867389436953,184.512538535327
10,5,21,0.210303447997885,198.359763086432
10,5,22,0.118674933108661,211.229190153635
10,5,23,0.0202155953695793,222.957290635281
10,5,24,0,233.403975065103
10,5,25,0,242.454844384929
10,5,26,0,243.831404383696
10,5,27,0,239.724353345254
10,5,28,0,232.495581195462
10,5,29,0,222.941468011956
10,5,30,0,212.7620481994
10,6,6,0.836521784547145,11.1956529418943
10,6,7,0.845330181772912,17.3313484462341
10,6,8,0.845562054332178,25.2376588502017
10,6,9,0.842089068073977,34.7997188113968
10,6,10,0.836162256597367,45.8760080670312
10,6,11,0.825345547893726,58.3009162691282
10,6,12,0.808204050838369,71.887750953213
10,6,13,0.776970256914974,86.4321303879305
10,6,14,0.734196193870316,101.7156955954
10,6,15,0.705480879895215,117.510069689007
10,6,16,0.620701685242907,133.58098796916
10,6,17,0.573949456411102,149.69251904115
10,6,18,0.523712623763997,165.611295634566
10,6,19,0.383182508691439,181.110673840077
10,6,20,0.280526882158712,195.974741133153
10,6,21,0.175615496346608,210.002096788919
10,6,22,0.0786395534609156,223.009333039219
10,6,23,0,234.834151483043
10,6,24,0,245.33805670657
10,6,25,0,254.408577645904
10,6,26,0,255.621331466401
10,6,27,0,251.261992817475
10,6,28,0,243.567641453358
10,6,29,0,233.826118062904
10,6,30,0,223.219214316348
10,7,7,0.851993285569835,24.955845288594
10,7,8,0.848088875192235,33.4964182558589
10,7,9,0.842418315939365,43.6688556665308
10,7,10,0.8352247631711,55.3279487467353
10,7,11,0.818860028958602,68.3046756543262
10,7,12,0.798113736903237,82.4092474883904
10,7,13,0.767168294123755,97.4345348659333
10,7,14,0.715412475324853,113.159808886043
10,7,15,0.659138260654145,129.354724233404
10,7,16,0.594623251332687,145.78346754761
10,7,17,0.544088969939507,162.208991093911
10,7,18,0.474974744131921,178.397250275105
10,7,19,0.326924232289727,194.121363651425
10,7,20,0.230722837027168,209.165615879929
10,7,21,0.108713733818061,223.329227309404
10,7,22,0,236.429818800799
10,7,23,0,248.306506586271
10,7,24,0,258.822569502611
10,7,25,0,267.867639582507
10,7,26,0,268.85162094205
10,7,27,0,264.192059912417
10,7,28,0,255.97955440484
10,7,29,0,246.011091724543
10,7,30,0,234.879372207059
10,8,8,0.839579793175756,43.7878288723703
10,8,9,0.834965638174945,54.5424970153474
10,8,10,0.82416700817143,66.7538259904152
10,8,11,0.806990576208883,80.2495073162911
10,8,12,0.78126855298165,94.8367932401181
10,8,13,0.741333760567129,110.305955878478
10,8,14,0.689728252585565,126.434055858006
10,8,15,0.611496211319051,142.988947827134
10,8,16,0.552734820767583,159.733445666815
10,8,17,0.50160316146783,176.429567223665
10,8,18,0.376739003746368,192.842776982449
10,8,19,0.261825004109092,208.746145313032
10,8,20,0.129458884180552,223.924344762743
10,8,21,0,238.17740727934
10,8,22,0,251.324171170538
10,8,23,0,263.205352931719
10,8,24,0,273.686186672875
10,8,25,0,282.65858259345
10,8,26,0,283.350392903547
10,8,27,0,278.338108885541
10,8,28,0,269.56131317494
10,8,29,0,259.250642481228
10,8,30,0,247.569251570176
10,9,9,0.828602678129881,67.270928298876
10,9,10,0.806909952981847,79.9994501028113
10,9,11,0.789092183307513,93.9768897315877
10,9,12,0.755570218334972,109.007688083255
10,9,13,0.70400330647916,124.879677160543
10,9,14,0.646849705442638,141.36787507188
10,9,15,0.564902125715153,158.238512550736
10,9,16,0.504229610726867,175.253213538423
10,9,17,0.429976327526809,192.173249458139
10,9,18,0.282170876545663,208.763785491562
10,9,19,0.139583693731243,224.798037478831
10,9,20,0,240.061259989819
10,9,21,0,254.354489618441
10,9,22,0,267.497972558981
10,9,23,0,279.334211930943
10,9,24,0,289.730577994431
10,9,25,0,298.581433184554
10,9,26,0,298.916915996014
10,9,27,0,293.441280411354
10,9,28,0,284.107893333015
10,9,29,0,273.289909347593
10,9,30,0,261.101297640104
10,10,10,0.783244720619867,94.8805699315864
10,10,11,0.760794482259849,109.298611252627
10,10,12,0.721820533594718,124.729928630827
10,10,13,0.663516669405218,140.960080810756
10,10,14,0.566487838604489,157.762219033191
10,10,15,0.503809382600983,174.901133122097
10,10,16,0.462717685447637,192.137445936886
10,10,17,0.284992277579787,209.231875639016
10,10,18,0.114010767863389,225.949483995837
10,10,19,0,242.063829345886
10,10,20,0,257.360944868044
10,10,21,0,271.643066390265
10,10,22,0,284.732039066737
10,10,23,0,296.47233874128
10,10,24,0,306.733651565236
10,10,25,0,315.412964292655
10,10,26,0,315.326794742151
10,10,27,0,309.280735096691
10,10,28,0,299.392174708677
10,10,29,0,287.936153154492
10,10,30,0,275.24727867024
10,11,11,0.726289236770782,126
10,11,12,0.675339038150079,141.785485620111
10,11,13,0.598364723718214,158.32597061699
10,11,14,0.502722387193736,175.392921845002
10,11,15,0.454443874572369,192.749877209397
10,11,16,0.238339900710144,210.15665245632
10,11,17,0.0454922595857478,227.373609860916
10,11,18,0,244.165906965636
10,11,19,0,260.30764401389
10,11,20,0,275.585830833589
10,11,21,0,289.804097607606
10,11,22,0,302.78607914674
10,11,23,0,314.378408850347
10,11,24,0,324.453266364425
10,11,25,0,332.910431868206
10,11,26,0,332.336029286541
10,11,27,0,325.61794472955
10,11,28,0,315.167890693768
10,11,29,0,302.949801387295
10,11,30,0,289.75754155312
10,12,12,0.613674272128748,159.934061859652
10,12,13,0.501260238780722,176.734370114841
10,12,14,0.394792257796581,194.014535627895
10,12,15,0.103772812192365,211.537038415847
10,12,16,0,229.061085220858
10,12,17,0,246.34688303062
10,12,18,0,263.159886646765
10,12,19,0,279.274938985196
10,12,20,0,294.480224992636
10,12,21,0,308.58096383489
10,12,22,0,321.402769276001
10,12,23,0,332.794614816544
10,12,24,0,342.631348057459
10,12,25,0,350.815707742416
10,12,26,0,349.685403142508
10,12,27,0,342.175866242024
10,12,28,0,331.144964848859
10,12,29,0,318.09503706391
10,12,30,0,304.36491014958
10,13,13,0,195.924724643003
10,13,14,0,213.364564408493
10,13,15,0,230.998400094783
10,13,16,0,248.585030685445
10,13,17,0,265.884710683074
10,13,18,0,282.663394896521
10,13,19,0,298.696870006087
10,13,20,0,313.774693938304
10,13,21,0,327.703867941509
10,13,22,0,340.312171601344
10,13,23,0,351.451097763389
10,13,24,0,360.998332300428
10,13,25,0,368.859732712764
10,13,26,0,367.10482518629
10,13,27,0,358.690484405097
10,13,28,0,346.932305239514
10,13,29,0,333.113929499244
10,13,30,0,318.681191134533
10,14,14,0,233.168016416168
10,14,15,0,250.85781049013
10,14,16,0,268.45140559945
10,14,17,0,285.70930772647
10,14,18,0,302.398174652421
10,14,19,0,318.294937190168
10,14,20,0,333.190722453723
10,14,21,0,346.894504308443
10,14,22,0,359.236411577444
10,14,23,0,370.07063138569
10,14,24,0,379.277853064739
10,14,25,0,386.767207155048
10,14,26,0,384.314729802013
10,14,27,0,374.93664192
10,14,28,0,362.290228836991
10,14,29,0,347.726088382139
10,14,30,0,332.373205929152
10,15,15,0,270.831983583836
10,15,16,0,288.376571198
10,15,17,0,305.536913888156
10,15,18,0,322.080574535834
10,15,19,0,337.785826680514
10,15,20,0,352.445560136073
10,15,21,0,365.870908325377
