"Month","Tmin","Tmax","CP"
10,-17,-1,0.00304951434983141
10,-17,0,0.0147800436317445
10,-17,1,0.0655113514107995
10,-17,2,0.218108150779681
10,-17,3,0.414704790559298
10,-17,4,0.431470028854806
10,-17,5,0.478218901219946
10,-17,6,0.479788196150249
10,-17,7,0.501016027482152
10,-17,8,0.523375098617718
10,-17,9,0.491856772384615
10,-17,10,0.519354177492374
10,-17,11,0.536377817930307
10,-17,12,0.559324745788348
10,-17,13,0.523566098549645
10,-17,14,0.479146216652778
10,-17,15,0.453717774330299
10,-17,16,0.454777458025215
10,-17,17,0.477813060769231
10,-17,18,0.492433471749763
10,-17,19,0.495963996642548
10,-17,20,0.433916190498842
10,-17,21,0.284360542913823
10,-17,22,0.129294563731133
10,-17,23,0
10,-17,24,0
10,-17,25,0
10,-17,26,0
10,-17,27,0
10,-17,28,0
10,-17,29,0
10,-17,30,0
10,-16,-15,3.16454759269228e-13
10,-16,-14,1.28081730273172e-12
10,-16,-13,6.27284763247563e-12
10,-16,-12,3.32144396845114e-11
10,-16,-11,1.80988063219643e-10
10,-16,-10,9.95662762763256e-10
10,-16,-9,5.48752741968692e-09
10,-16,-8,3.00334845499771e-08
10,-16,-7,1.62888615683586e-07
10,-16,-6,8.73981241061823e-07
10,-16,-5,4.63427048995213e-06
10,-16,-4,2.42579997771164e-05
10,-16,-3,0.000125213769890958
10,-16,-2,0.000636457972686305
10,-16,-1,0.00317487269085674
10,-16,0,0.0153349471865909
10,-16,1,0.0677019030441445
10,-16,2,0.224277814313937
10,-16,3,0.425456705708283
10,-16,4,0.443041081182502
10,-16,5,0.47367246404204
10,-16,6,0.498829612255109
10,-16,7,0.516053044671545
10,-16,8,0.524949279509459
10,-16,9,0.536306221382129
10,-16,10,0.532500975113352
10,-16,11,0.553639712534248
10,-16,12,0.538443260370361
10,-16,13,0.534443926373246
10,-16,14,0.467840750917888
10,-16,15,0.472321055750784
10,-16,16,0.491655894451308
10,-16,17,0.49825558075992
10,-16,18,0.511428743001708
10,-16,19,0.483536809581562
10,-16,20,0.402664848483015
10,-16,21,0.27204957303649
10,-16,22,0.194277875033063
10,-16,23,0
10,-16,24,0
10,-16,25,0
10,-16,26,0
10,-16,27,0
10,-16,28,0
10,-16,29,0
10,-16,30,0
10,-15,-15,7.41067287747357e-13
10,-15,-14,2.07808614011253e-12
10,-15,-13,8.27461277911411e-12
10,-15,-12,3.98562762461751e-11
10,-15,-11,2.07601436475005e-10
10,-15,-10,1.11540725781603e-09
10,-15,-9,6.0361920272542e-09
10,-15,-8,3.26222016083726e-08
10,-15,-7,1.75233038673666e-07
10,-15,-6,9.33098598934172e-07
10,-15,-5,4.91676718807649e-06
10,-15,-4,2.55982446095938e-05
10,-15,-3,0.000131508458754475
10,-15,-2,0.00066564622847447
10,-15,-1,0.00330778634131271
10,-15,0,0.0159179805624751
10,-15,1,0.0699819112016031
10,-15,2,0.230649799210105
10,-15,3,0.435926852647719
10,-15,4,0.456174330206042
10,-15,5,0.501382160744691
10,-15,6,0.516923188018743
10,-15,7,0.534517285019118
10,-15,8,0.529223363151497
10,-15,9,0.528723500058823
10,-15,10,0.546542795354298
10,-15,11,0.552842087694286
10,-15,12,0.559786242767422
10,-15,13,0.514308494322241
10,-15,14,0.490566384968428
10,-15,15,0.487072077722854
10,-15,16,0.506206697128616
10,-15,17,0.522755856582527
10,-15,18,0.52570756651909
10,-15,19,0.473052291116017
10,-15,20,0.39848619080464
10,-15,21,0.291238282301203
10,-15,22,0.259700882351621
10,-15,23,0
10,-15,24,0
10,-15,25,0
10,-15,26,0
10,-15,27,0
10,-15,28,0
10,-15,29,0
10,-15,30,0
10,-14,-14,4.8318827791989e-12
10,-14,-13,1.33963566225389e-11
10,-14,-12,5.25061957230131e-11
10,-14,-11,2.49000933261563e-10
10,-14,-10,1.27595131936113e-09
10,-14,-9,6.72903659894135e-09
10,-14,-8,3.57435065134047e-08
10,-14,-7,1.89675921276949e-07
10,-14,-6,1.00072508394646e-06
10,-14,-5,5.23376191343524e-06
10,-14,-4,2.70779812393524e-05
10,-14,-3,0.000138362143264759
10,-14,-2,0.000697039906845296
10,-14,-1,0.00344918023568828
10,-14,0,0.0165318545415918
10,-14,1,0.072357380315588
10,-14,2,0.237232391285384
10,-14,3,0.446651851400843
10,-14,4,0.469804169401554
10,-14,5,0.492543740397412
10,-14,6,0.534363054101677
10,-14,7,0.527830346887262
10,-14,8,0.514221139245602
10,-14,9,0.552375022367789
10,-14,10,0.549873220156441
10,-14,11,0.581584304475781
10,-14,12,0.558546473428021
10,-14,13,0.525106862241097
10,-14,14,0.515874690631115
10,-14,15,0.516577450299299
10,-14,16,0.528730848269184
10,-14,17,0.541009055239171
10,-14,18,0.51569616663764
10,-14,19,0.45108934995257
10,-14,20,0.393766600013399
10,-14,21,0.398251955566969
10,-14,22,0.293436704062663
10,-14,23,0
10,-14,24,0
10,-14,25,0
10,-14,26,0
10,-14,27,0
10,-14,28,0
10,-14,29,0
10,-14,30,0
10,-13,-13,3.09009235629033e-11
10,-13,-12,8.47348553101297e-11
10,-13,-11,3.27341044092108e-10
10,-13,-10,1.5239527399235e-09
10,-13,-9,7.66733265576095e-09
10,-13,-8,3.96866660911208e-08
10,-13,-7,2.07118817521014e-07
10,-13,-6,1.07973998369117e-06
10,-13,-5,5.59498872528661e-06
10,-13,-4,2.87307165817989e-05
10,-13,-3,0.000145889862593239
10,-13,-2,0.000731026839599447
10,-13,-1,0.00360031133719032
10,-13,0,0.017180292222784
10,-13,1,0.0748369305312737
10,-13,2,0.244038114146733
10,-13,3,0.457505489981144
10,-13,4,0.48394702761027
10,-13,5,0.518301507659781
10,-13,6,0.54949843355681
10,-13,7,0.561998154502407
10,-13,8,0.530061654455365
10,-13,9,0.57013225152634
10,-13,10,0.557013122565199
10,-13,11,0.562317969277418
10,-13,12,0.54529784765942
10,-13,13,0.523021893874828
10,-13,14,0.529962866597524
10,-13,15,0.533639669795083
10,-13,16,0.552217671560921
10,-13,17,0.554861912644706
10,-13,18,0.492363974201122
10,-13,19,0.435653857772413
10,-13,20,0.365608331883369
10,-13,21,0.391715749464702
10,-13,22,0.250663436290183
10,-13,23,0
10,-13,24,0
10,-13,25,0
10,-13,26,0
10,-13,27,0
10,-13,28,0
10,-13,29,0
10,-13,30,0
10,-12,-12,1.93676667672958e-10
10,-12,-11,5.25420411166793e-10
10,-12,-10,1.99506886033068e-09
10,-12,-9,9.12055265365739e-09
10,-12,-8,4.50682673836946e-08
10,-12,-7,2.29182903668725e-07
10,-12,-6,1.17494027731349e-06
10,-12,-5,6.01562808725598e-06
10,-12,-4,3.06062580639267e-05
10,-12,-3,0.000154257198130847
10,-12,-2,0.000768154453181892
10,-12,-1,0.00376294093017689
10,-12,0,0.0178685537838569
10,-12,1,0.0774331988555672
10,-12,2,0.251086317370642
10,-12,3,0.468229355011139
10,-12,4,0.498539846132588
10,-12,5,0.523091848077413
10,-12,6,0.563888085216846
10,-12,7,0.569667535128949
10,-12,8,0.5471395551515
10,-12,9,0.581376075645486
10,-12,10,0.571461223627531
10,-12,11,0.5588446015079
10,-12,12,0.577088939604911
10,-12,13,0.526668390369085
10,-12,14,0.565550368627575
10,-12,15,0.55827376765561
10,-12,16,0.569711012028485
10,-12,17,0.530909810751009
10,-12,18,0.488800231141928
10,-12,19,0.432369090295149
10,-12,20,0.355695806836775
10,-12,21,0.29333252162553
10,-12,22,0.249978300795573
10,-12,23,0
10,-12,24,0
10,-12,25,0
10,-12,26,0
10,-12,27,0
10,-12,28,0
10,-12,29,0
10,-12,30,0
10,-11,-11,1.18963471935187e-09
10,-11,-10,3.18735302087985e-09
10,-11,-9,1.18993065396664e-08
10,-11,-8,5.34298078252361e-08
10,-11,-7,2.59322007055734e-07
10,-11,-6,1.29525267488593e-06
10,-11,-5,6.52129773915277e-06
10,-11,-4,3.27831468914594e-05
10,-11,-3,0.000163713630254182
10,-11,-2,0.000809224425372912
10,-11,-1,0.00393961324956039
10,-11,0,0.0186042571088406
10,-11,1,0.080165254613336
10,-11,2,0.258421225922494
10,-11,3,0.479371778813202
10,-11,4,0.514416630656601
10,-11,5,0.533220100906902
10,-11,6,0.57604942688926
10,-11,7,0.558738415080923
10,-11,8,0.576603365375935
10,-11,9,0.589770630148793
10,-11,10,0.5833601191108
10,-11,11,0.588227842215413
10,-11,12,0.560479904772836
10,-11,13,0.565286434432738
10,-11,14,0.551837301169568
10,-11,15,0.58067563765037
10,-11,16,0.566070749939266
10,-11,17,0.525983362182143
10,-11,18,0.490979373475647
10,-11,19,0.429214535987943
10,-11,20,0.375211798134073
10,-11,21,0.344159008386187
10,-11,22,0.289350419382342
10,-11,23,0
10,-11,24,0
10,-11,25,0
10,-11,26,0
10,-11,27,0
10,-11,28,0
10,-11,29,0
10,-11,30,0
10,-10,-10,7.1529479990829e-09
10,-10,-9,1.89234196516144e-08
10,-10,-8,6.94601449507263e-08
10,-10,-7,3.06290471740271e-07
10,-10,-6,1.45981693663709e-06
10,-10,-5,7.1600799009476e-06
10,-10,-4,3.53952795952203e-05
10,-10,-3,0.00017465738343279
10,-10,-2,0.000855465170531871
10,-10,-1,0.00413412968965214
10,-10,0,0.0193988860451465
10,-10,1,0.0830695128099947
10,-10,2,0.266203045917996
10,-10,3,0.490659250814042
10,-10,4,0.53020620764942
10,-10,5,0.540856083184507
10,-10,6,0.591528166139867
10,-10,7,0.581133087227293
10,-10,8,0.604228973990481
10,-10,9,0.623624336202236
10,-10,10,0.607504281872647
10,-10,11,0.577197072965011
10,-10,12,0.584422672750361
10,-10,13,0.590274284197983
10,-10,14,0.581934967832721
10,-10,15,0.571131612144206
10,-10,16,0.531457575437549
10,-10,17,0.512817710172864
10,-10,18,0.461226430875909
10,-10,19,0.440661148087969
10,-10,20,0.41130527727576
10,-10,21,0.396905932221667
10,-10,22,0.380533427034189
10,-10,23,0.0322592980602252
10,-10,24,0
10,-10,25,0
10,-10,26,0
10,-10,27,0
10,-10,28,0
10,-10,29,0
10,-10,30,0
10,-9,-9,4.20859278810597e-08
10,-9,-8,1.09921978896679e-07
10,-9,-7,3.96632202879115e-07
10,-9,-6,1.71723169703549e-06
10,-9,-5,8.03569027608096e-06
10,-9,-4,3.86965457262955e-05
10,-9,-3,0.000187776861155978
10,-9,-2,0.000908893734900524
10,-9,-1,0.00435250020453568
10,-9,0,0.0202727735308446
10,-9,1,0.0862316996806141
10,-9,2,0.274710617368338
10,-9,3,0.50246698292827
10,-9,4,0.544395221868976
10,-9,5,0.536274001471298
10,-9,6,0.595898892504401
10,-9,7,0.564501832289149
10,-9,8,0.624927259331155
10,-9,9,0.602194899218059
10,-9,10,0.584673101283318
10,-9,11,0.615687784029421
10,-9,12,0.618395052748727
10,-9,13,0.620109939985087
10,-9,14,0.595826644143125
10,-9,15,0.548734115159743
10,-9,16,0.55841101543381
10,-9,17,0.524994550442996
10,-9,18,0.470531803196612
10,-9,19,0.451701060187861
10,-9,20,0.43432825853747
10,-9,21,0.42198421421714
10,-9,22,0.409249452310126
10,-9,23,0.0647490000786275
10,-9,24,0
10,-9,25,0
10,-9,26,0
10,-9,27,0
10,-9,28,0
10,-9,29,0
10,-9,30,0
10,-8,-8,2.42105941186902e-07
10,-8,-7,6.24298919719116e-07
10,-8,-6,2.21451728103361e-06
10,-8,-5,9.41248823125439e-06
10,-8,-4,4.32382596719047e-05
10,-8,-3,0.000204399725702804
10,-8,-2,0.000973210546359433
10,-8,-1,0.00460541718380091
10,-8,0,0.0212639677007809
10,-8,1,0.0897745976874467
10,-8,2,0.28326434681872
10,-8,3,0.514339521094196
10,-8,4,0.557356402986306
10,-8,5,0.561243980111952
10,-8,6,0.611670898464311
10,-8,7,0.582315788542975
10,-8,8,0.635524108635474
10,-8,9,0.608259158108514
10,-8,10,0.620018824066256
10,-8,11,0.622121342767854
10,-8,12,0.64070714406702
10,-8,13,0.626226145790899
10,-8,14,0.587638731479109
10,-8,15,0.555077777921431
10,-8,16,0.565116181477721
10,-8,17,0.508039385658435
10,-8,18,0.495268071195036
10,-8,19,0.476570915630646
10,-8,20,0.467437274137256
10,-8,21,0.438543167107738
10,-8,22,0.406530428666416
10,-8,23,0.0971733872216103
10,-8,24,0
10,-8,25,0
10,-8,26,0
10,-8,27,0
10,-8,28,0
10,-8,29,0
10,-8,30,0
10,-7,-7,1.36175516794908e-06
10,-7,-6,3.46638562917661e-06
10,-7,-5,1.20847474543083e-05
10,-7,-4,5.04295004543675e-05
10,-7,-3,0.000227454031179909
10,-7,-2,0.00105548152627183
10,-7,-1,0.00491212849724607
10,-7,0,0.0224264801425643
10,-7,1,0.0937555169585181
10,-7,2,0.293109905154344
10,-7,3,0.526593395233721
10,-7,4,0.568374516044686
10,-7,5,0.586724093765298
10,-7,6,0.623300927114314
10,-7,7,0.618918888795792
10,-7,8,0.641131612698762
10,-7,9,0.624166548757192
10,-7,10,0.61705209434484
10,-7,11,0.657596688296333
10,-7,12,0.636742174925053
10,-7,13,0.593842672523114
10,-7,14,0.594169749749663
10,-7,15,0.5688599639395
10,-7,16,0.562393281478592
10,-7,17,0.540128680628852
10,-7,18,0.51047356291731
10,-7,19,0.499082481690839
10,-7,20,0.493310463434409
10,-7,21,0.438922461353956
10,-7,22,0.450200072943619
10,-7,23,0.12754662523795
10,-7,24,0
10,-7,25,0
10,-7,26,0
10,-7,27,0
10,-7,28,0
10,-7,29,0
10,-7,30,0
10,-6,-6,7.48245387201568e-06
10,-6,-5,1.88073095404188e-05
10,-6,-4,6.4474918341641e-05
10,-6,-3,0.0002642665831211
10,-6,-2,0.0011702807032251
10,-6,-1,0.0053062429392061
10,-6,0,0.0238267767676491
10,-6,1,0.0982442159853651
10,-6,2,0.303664954666189
10,-6,3,0.537209143650563
10,-6,4,0.574127371330008
10,-6,5,0.604391591327374
10,-6,6,0.592414922291864
10,-6,7,0.643266338426284
10,-6,8,0.639808262603716
10,-6,9,0.643793125007919
10,-6,10,0.655697207881896
10,-6,11,0.669249745568611
10,-6,12,0.62913857702161
10,-6,13,0.588947331469854
10,-6,14,0.572467090380572
10,-6,15,0.554172384456079
10,-6,16,0.558322013950902
10,-6,17,0.571312937636926
10,-6,18,0.539582298580856
10,-6,19,0.522600418688216
10,-6,20,0.472164281985437
10,-6,21,0.409948006565644
10,-6,22,0.486313597877914
10,-6,23,0.128386475843011
10,-6,24,0
10,-6,25,0
10,-6,26,0
10,-6,27,0
10,-6,28,0
10,-6,29,0
10,-6,30,0
10,-5,-5,4.01687485410733e-05
10,-5,-4,9.97390859588016e-05
10,-5,-3,0.00033638446391339
10,-5,-2,0.00135387431404972
10,-5,-1,0.00585644480115348
10,-5,0,0.0255969674386721
10,-5,1,0.103419091254018
10,-5,2,0.315221740027274
10,-5,3,0.546764713384644
10,-5,4,0.585679182311758
10,-5,5,0.635856163915426
10,-5,6,0.598111489117327
10,-5,7,0.656716370792775
10,-5,8,0.643669273177725
10,-5,9,0.630851435338949
10,-5,10,0.685532165292729
10,-5,11,0.661397744034589
10,-5,12,0.634568119999635
10,-5,13,0.611538473030291
10,-5,14,0.608541978064632
10,-5,15,0.59281914671899
10,-5,16,0.60316455132256
10,-5,17,0.58610473721117
10,-5,18,0.524023805332217
10,-5,19,0.480301675583904
10,-5,20,0.445028555502048
10,-5,21,0.396670275010463
10,-5,22,0.460968029198228
10,-5,23,0.129105664490588
10,-5,24,0
10,-5,25,0
10,-5,26,0
10,-5,27,0
10,-5,28,0
10,-5,29,0
10,-5,30,0
10,-4,-4,0.000210688648809307
10,-4,-3,0.000516921341610682
10,-4,-2,0.00171423925841002
10,-4,-1,0.00673982714931825
10,-4,0,0.0280591688862399
10,-4,1,0.110100975433253
10,-4,2,0.328491019625596
10,-4,3,0.552811126341796
10,-4,4,0.603742710196715
10,-4,5,0.638760204802319
10,-4,6,0.628381830375269
10,-4,7,0.68261218261265
10,-4,8,0.630569297483648
10,-4,9,0.68055552500798
10,-4,10,0.69315149593481
10,-4,11,0.647725645138296
10,-4,12,0.652218045124713
10,-4,13,0.629569674241181
10,-4,14,0.636477825599879
10,-4,15,0.623671196691967
10,-4,16,0.619750520672356
10,-4,17,0.5526346185521
10,-4,18,0.515595225681194
10,-4,19,0.471304164066842
10,-4,20,0.431604719063071
10,-4,21,0.370348922318357
10,-4,22,0.375502164076064
10,-4,23,0.16198068796032
10,-4,24,0
10,-4,25,0
10,-4,26,0
10,-4,27,0
10,-4,28,0
10,-4,29,0
10,-4,30,0
10,-3,-3,0.00107945512526319
10,-3,-2,0.00261468781415666
10,-3,-1,0.0084811407382177
10,-3,0,0.0320335522386287
10,-3,1,0.119340880404583
10,-3,2,0.344662394863397
10,-3,3,0.559515734777764
10,-3,4,0.605593356895157
10,-3,5,0.657858506539194
10,-3,6,0.65907727778073
10,-3,7,0.661199762900623
10,-3,8,0.657259555555714
10,-3,9,0.705030280439973
10,-3,10,0.683765412926632
10,-3,11,0.667438972671184
10,-3,12,0.648413987348169
10,-3,13,0.669258705213522
10,-3,14,0.673574682213549
10,-3,15,0.60792354000709
10,-3,16,0.564625231254987
10,-3,17,0.521318296047746
10,-3,18,0.530263790537206
10,-3,19,0.476054106316388
10,-3,20,0.413968310879989
10,-3,21,0.355086661378637
10,-3,22,0.313865672042804
10,-3,23,0.162328323987779
10,-3,24,0
10,-3,25,0
10,-3,26,0
10,-3,27,0
10,-3,28,0
10,-3,29,0
10,-3,30,0
10,-2,-2,0.00538830265312238
10,-2,-1,0.0128087340974279
10,-2,0,0.039853712045609
10,-2,1,0.134034360710044
10,-2,2,0.366014611052582
10,-2,3,0.565974752500215
10,-2,4,0.591658660832043
10,-2,5,0.609961581830111
10,-2,6,0.683972113546698
10,-2,7,0.64148126744924
10,-2,8,0.705070865272243
10,-2,9,0.679943436073107
10,-2,10,0.670964290166033
10,-2,11,0.675424846183087
10,-2,12,0.698565855348093
10,-2,13,0.693862421777148
10,-2,14,0.595288935925296
10,-2,15,0.581838076924189
10,-2,16,0.469000160074862
10,-2,17,0.53621880635671
10,-2,18,0.518114698737962
10,-2,19,0.479746870771702
10,-2,20,0.410310035796544
10,-2,21,0.384665061565436
10,-2,22,0.37966007614945
10,-2,23,0.162347604849584
10,-2,24,0
10,-2,25,0
10,-2,26,0
10,-2,27,0
10,-2,28,0
10,-2,29,0
10,-2,30,0
10,-1,-1,0.0258196998989195
10,-1,0,0.0588126362900005
10,-1,1,0.161849618612318
10,-1,2,0.397554745880431
10,-1,3,0.580831870387692
10,-1,4,0.616526734266125
10,-1,5,0.641186171771762
10,-1,6,0.647836660383504
10,-1,7,0.688949051760082
10,-1,8,0.708998999787969
10,-1,9,0.687410359142372
10,-1,10,0.667397962792308
10,-1,11,0.720601997665099
10,-1,12,0.70661229281111
10,-1,13,0.642990463495355
10,-1,14,0.631405415291731
10,-1,15,0.591321419152864
10,-1,16,0.631389584605482
10,-1,17,0.517877008196585
10,-1,18,0.509000976693323
10,-1,19,0.482564675454815
10,-1,20,0.458440590224192
10,-1,21,0.415581062055809
10,-1,22,0.417792814648655
10,-1,23,0.129760793500601
10,-1,24,0
10,-1,25,0
10,-1,26,0
10,-1,27,0
10,-1,28,0
10,-1,29,0
10,-1,30,0
10,0,0,0.111545869587366
10,0,1,0.223196915800278
10,0,2,0.450572231291134
10,0,3,0.59282729781298
10,0,4,0.645078482271939
10,0,5,0.678392445715666
10,0,6,0.677941309371335
10,0,7,0.697762795318034
10,0,8,0.672103076679896
10,0,9,0.699023887033339
10,0,10,0.722444450241888
10,0,11,0.699979650776991
10,0,12,0.656145459849771
10,0,13,0.675794763854749
10,0,14,0.66175256893622
10,0,15,0.622508135764294
10,0,16,0.591879265087239
10,0,17,0.549110851556414
10,0,18,0.569404199983785
10,0,19,0.524061958288104
10,0,20,0.440479353429125
10,0,21,0.399758000511169
10,0,22,0.461119234602786
10,0,23,0.097172486855261
10,0,24,0
10,0,25,0
10,0,26,0
10,0,27,0
10,0,28,0
10,0,29,0
10,0,30,0
10,1,1,0.359080028334666
10,1,2,0.545237347435819
10,1,3,0.613663250890162
10,1,4,0.654771843446408
10,1,5,0.720884669816609
10,1,6,0.71953349427114
10,1,7,0.703581501461368
10,1,8,0.724666305959747
10,1,9,0.748181164807204
10,1,10,0.715792384384296
10,1,11,0.699170274512139
10,1,12,0.693079356251035
10,1,13,0.681279127190223
10,1,14,0.668003631161376
10,1,15,0.501993385623343
10,1,16,0.617571310284316
10,1,17,0.350407939095432
10,1,18,0.502219609921794
10,1,19,0.397052325940992
10,1,20,0.405037738107347
10,1,21,0.375662471276493
10,1,22,0.447761611614875
10,1,23,0.0646364065246163
10,1,24,0
10,1,25,0
10,1,26,0
10,1,27,0
10,1,28,0
10,1,29,0
10,1,30,0
10,2,2,0.625165569797552
10,2,3,0.63387283099942
10,2,4,0.668691323857762
10,2,5,0.739039089488098
10,2,6,0.716362003798784
10,2,7,0.735916160939494
10,2,8,0.750798954877966
10,2,9,0.768215363925902
10,2,10,0.748642823251038
10,2,11,0.734674988528809
10,2,12,0.738312392537997
10,2,13,0.713331068548675
10,2,14,0.697269850284737
10,2,15,0.558044399842681
10,2,16,0.604336303451219
10,2,17,0.529725449882607
10,2,18,0.316566944822332
10,2,19,0.225201423171046
10,2,20,0.416547044670541
10,2,21,0.34991870825315
10,2,22,0.419268970719109
10,2,23,0
10,2,24,0
10,2,25,0
10,2,26,0
10,2,27,0
10,2,28,0
10,2,29,0
10,2,30,0
10,3,3,0.648565775962528
10,3,4,0.685896510539912
10,3,5,0.737720107899416
10,3,6,0.756914569024988
10,3,7,0.775979850272456
10,3,8,0.744122765723963
10,3,9,0.73678499354303
10,3,10,0.72775339062575
10,3,11,0.71434119966611
10,3,12,0.691963546289544
10,3,13,0.657171281824048
10,3,14,0.629393425500646
10,3,15,0.594844934360368
10,3,16,0.551803425012642
10,3,17,0.50223733114687
10,3,18,0.400336861251211
10,3,19,0.275136864908398
10,3,20,0.176096113431052
10,3,21,0.353118431594259
10,3,22,0.32312190175883
10,3,23,0
10,3,24,0
10,3,25,0
10,3,26,0
10,3,27,0
10,3,28,0
10,3,29,0
10,3,30,0
10,4,4,0.717979987529153
10,4,5,0.764929663970001
10,4,6,0.765686825714206
10,4,7,0.769121676136081
10,4,8,0.74992408224755
10,4,9,0.749074405416323
10,4,10,0.745483906045897
10,4,11,0.730832426619352
10,4,12,0.718735589612207
10,4,13,0.701298581197538
10,4,14,0.677592199278934
10,4,15,0.642742827116813
10,4,16,0.603580513909843
10,4,17,0.622313704427975
10,4,18,0.605360135276761
10,4,19,0.556976221393087
10,4,20,0.477809749372408
10,4,21,0.407443579806319
10,4,22,0.161680519227581
10,4,23,0
10,4,24,0
10,4,25,0
10,4,26,0
10,4,27,0
10,4,28,0
10,4,29,0
10,4,30,0
10,5,5,0.785131768723257
10,5,6,0.7980957295749
10,5,7,0.816740571120039
10,5,8,0.82044685772563
10,5,9,0.798330690618636
10,5,10,0.802025245103348
10,5,11,0.795748690829793
10,5,12,0.784720947926976
