"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"47174099999","2011-01-01","35.0166666","127.3666666","166.9","SUNCHEON, KS","  20.3"," 8","  13.6"," 8","1024.6"," 8","014.9"," 8","  9.5"," 8","  2.6"," 8","  6.0","999.9","  34.9"," ","   9.7"," "," 0.00","E","  2.4","000000"
"47174099999","2011-01-02","35.0166666","127.3666666","166.9","SUNCHEON, KS","  23.6"," 8","  16.2"," 8","1026.0"," 8","016.3"," 8","  7.2"," 8","  2.0"," 8","  7.0","999.9","  38.3"," ","   8.2"," "," 0.00","I","  2.0","000000"
"47174099999","2011-01-03","35.0166666","127.3666666","166.9","SUNCHEON, KS","  23.1"," 8","  15.1"," 8","1022.5"," 8","012.9"," 8","  7.3"," 8","  1.7"," 8","  4.1","999.9","  35.2"," ","  14.0"," "," 0.00","I","  1.2","000000"
"47174099999","2011-01-04","35.0166666","127.3666666","166.9","SUNCHEON, KS","  32.2"," 8","  22.9"," 8","1022.4"," 8","013.0"," 8","  6.6"," 8","  4.2"," 8","  7.0","999.9","  37.6"," ","  13.1"," "," 0.00","I","  0.8","000000"
"47174099999","2011-01-05","35.0166666","127.3666666","166.9","SUNCHEON, KS","  32.7"," 8","  23.4"," 8","1022.3"," 8","012.9"," 8","  9.2"," 8","  5.4"," 8","  8.0","999.9","  39.0"," ","  29.3","*"," 0.00","H","  0.4","001000"
"47174099999","2011-01-06","35.0166666","127.3666666","166.9","SUNCHEON, KS","  26.1"," 8","  16.8"," 8","1027.1"," 8","017.5"," 8","  9.6"," 8","  5.6"," 8","  8.9","999.9","  32.7"," ","  16.2","*"," 0.01","F","  0.4","001000"
"47174099999","2011-01-07","35.0166666","127.3666666","166.9","SUNCHEON, KS","  22.4"," 8","  10.7"," 8","1028.6"," 8","018.9"," 8"," 10.4"," 8","  2.7"," 8","  7.0","999.9","  35.1"," ","  12.0","*"," 0.00","E","  0.4","000000"
"47174099999","2011-01-08","35.0166666","127.3666666","166.9","SUNCHEON, KS","  31.0"," 8","  23.2"," 8","1024.5"," 8","015.1"," 8","  9.4"," 8","  2.0"," 8","  7.0","999.9","  40.1"," ","  11.1"," "," 0.00","I","999.9","000000"
"47174099999","2011-01-09","35.0166666","127.3666666","166.9","SUNCHEON, KS","  25.1"," 8","  13.2"," 8","1026.4"," 8","016.8"," 8"," 11.4"," 8","  6.1"," 8"," 11.1","999.9","  35.1"," ","  15.1","*"," 0.00","E","999.9","011000"
"47174099999","2011-01-10","35.0166666","127.3666666","166.9","SUNCHEON, KS","  23.1"," 8","   4.9"," 8","1024.3"," 8","014.7"," 8"," 12.3"," 8","  4.0"," 8","  8.0","999.9","  33.1"," ","  13.5"," "," 0.00","E","999.9","000000"
"47174099999","2011-01-11","35.0166666","127.3666666","166.9","SUNCHEON, KS","  28.6"," 8","  19.5"," 8","1018.4"," 8","008.9"," 8","  7.2"," 8","  3.9"," 8","  9.9","999.9","  36.9"," ","  14.0"," "," 0.00","E","999.9","001000"
"47174099999","2011-01-12","35.0166666","127.3666666","166.9","SUNCHEON, KS","  22.1"," 8","   8.9"," 8","1024.5"," 8","014.9"," 8"," 11.9"," 8","  4.7"," 8"," 12.0","999.9","  32.5"," ","  12.0","*"," 0.02","F","  0.4","001000"
"47174099999","2011-01-13","35.0166666","127.3666666","166.9","SUNCHEON, KS","  22.1"," 8","  14.1"," 8","1027.1"," 8","017.4"," 8"," 12.1"," 8","  2.2"," 8","  7.0","999.9","  36.5"," ","  11.1"," "," 0.00","E","999.9","000000"
"47174099999","2011-01-14","35.0166666","127.3666666","166.9","SUNCHEON, KS","  31.1"," 8","  18.5"," 8","1026.2"," 8","016.7"," 8","  7.0"," 8","  5.1"," 8","  8.9","999.9","  42.1"," ","  11.8"," ","99.99"," ","999.9","001000"
"47174099999","2011-01-15","35.0166666","127.3666666","166.9","SUNCHEON, KS","  18.1"," 8","   3.8"," 8","1026.1"," 8","016.3"," 8","  9.9"," 8","  8.7"," 8"," 14.0","999.9","  32.0"," ","  11.3","*"," 0.00","F","999.9","001000"
"47174099999","2011-01-16","35.0166666","127.3666666","166.9","SUNCHEON, KS","  20.3"," 8","  10.6"," 8","1028.5"," 8","018.7"," 8"," 11.9"," 8","  6.2"," 8"," 12.0","999.9","  26.1"," ","  10.8"," "," 0.00","H","999.9","001000"
"47174099999","2011-01-17","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.3"," 8","  10.0"," 8","1030.7"," 8","021.0"," 8"," 11.9"," 8","  4.7"," 8","  8.0","999.9","  34.3"," ","  15.8","*"," 0.00","F","999.9","000000"
"47174099999","2011-01-18","35.0166666","127.3666666","166.9","SUNCHEON, KS","  25.8"," 8","  18.9"," 8","1029.0"," 8","019.4"," 8","  5.8"," 8","  1.7"," 8","  7.0","999.9","  35.2"," ","  14.9"," "," 0.00","E","999.9","001000"
"47174099999","2011-01-19","35.0166666","127.3666666","166.9","SUNCHEON, KS","  27.1"," 8","  16.5"," 8","1027.3"," 8","017.8"," 8","  9.2"," 8","  3.8"," 8","  9.9","999.9","  37.6"," ","  20.5"," "," 0.00","F","999.9","001000"
"47174099999","2011-01-20","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.8"," 8","  12.4"," 8","1026.0"," 8","016.4"," 8","  9.6"," 8","  4.6"," 8","  8.9","999.9","  32.5"," ","  18.3","*"," 0.00","F","999.9","000000"
"47174099999","2011-01-21","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.2"," 8","  10.2"," 8","1026.2"," 8","016.6"," 8"," 12.1"," 8","  4.0"," 8","  8.9","999.9","  35.6"," ","  15.8","*"," 0.00","E","999.9","000000"
"47174099999","2011-01-22","35.0166666","127.3666666","166.9","SUNCHEON, KS","  27.9"," 8","  17.1"," 8","1027.8"," 8","018.2"," 8","  9.3"," 8","  2.7"," 8","  8.9","999.9","  39.7"," ","  14.0"," "," 0.00","I","999.9","000000"
"47174099999","2011-01-23","35.0166666","127.3666666","166.9","SUNCHEON, KS","  31.4"," 8","  19.9"," 8","1025.1"," 8","015.6"," 8","  6.8"," 8","  3.4"," 8","  6.0","999.9","  40.3"," ","  22.5"," "," 0.02","E","  0.4","001000"
"47174099999","2011-01-24","35.0166666","127.3666666","166.9","SUNCHEON, KS","  25.5"," 8","  15.8"," 8","1028.2"," 8","018.6"," 8","  9.0"," 8","  6.4"," 8","  9.9","999.9","  32.4"," ","  20.5","*"," 0.02","F","  0.4","001000"
"47174099999","2011-01-25","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.4"," 8","  13.4"," 8","1031.9"," 8","022.2"," 8"," 11.4"," 8","  3.9"," 8","  9.9","999.9","  36.3"," ","  13.6","*"," 0.00","E","999.9","000000"
"47174099999","2011-01-26","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.8"," 8","  11.9"," 8","1035.6"," 8","025.9"," 8","  7.7"," 8","  5.6"," 8"," 11.1","999.9","  36.1"," ","  12.4"," "," 0.00","I","999.9","000000"
"47174099999","2011-01-27","35.0166666","127.3666666","166.9","SUNCHEON, KS","  25.9"," 8","   3.8"," 8","1035.8"," 8","026.1"," 8"," 10.9"," 8","  4.7"," 8","  9.9","999.9","  34.2"," ","  19.8"," "," 0.00","I","999.9","000000"
"47174099999","2011-01-28","35.0166666","127.3666666","166.9","SUNCHEON, KS","  26.4"," 8","   3.3"," 8","1030.4"," 8","020.8"," 8"," 13.2"," 8","  5.0"," 8","  8.0","999.9","  38.5"," ","  17.4","*"," 0.00","I","999.9","000000"
"47174099999","2011-01-29","35.0166666","127.3666666","166.9","SUNCHEON, KS","  21.8"," 8","   9.2"," 8","1029.3"," 8","019.6"," 8"," 10.5"," 8","  4.5"," 8"," 11.1","999.9","  32.7"," ","  14.2"," "," 0.00","E","999.9","000000"
"47174099999","2011-01-30","35.0166666","127.3666666","166.9","SUNCHEON, KS","  21.3"," 8","   9.9"," 8","1029.5"," 8","019.8"," 8"," 11.6"," 8","  4.5"," 8","  8.0","999.9","  31.1"," ","  13.5","*"," 0.00","F","999.9","001000"
"47174099999","2011-01-31","35.0166666","127.3666666","166.9","SUNCHEON, KS","  24.8"," 8","  13.7"," 8","1027.9"," 8","018.2"," 8"," 10.6"," 8","  4.5"," 8"," 12.0","999.9","  37.0"," ","  13.3"," "," 0.00","F","999.9","000000"
"47174099999","2011-02-01","35.0166666","127.3666666","166.9","SUNCHEON, KS","  30.9"," 8","  21.5"," 8","1024.8"," 8","015.3"," 8","  6.4"," 8","  1.8"," 8","  6.0","999.9","  46.0"," ","  14.0"," "," 0.00","E","999.9","000000"
"47174099999","2011-02-02","35.0166666","127.3666666","166.9","SUNCHEON, KS","  31.1"," 8","  21.0"," 8","1024.2"," 8","014.7"," 8","  6.1"," 8","  1.6"," 8","  6.0","999.9","  49.1"," ","  17.8","*"," 0.00","I","999.9","000000"
"47174099999","2011-02-03","35.0166666","127.3666666","166.9","SUNCHEON, KS","  30.9"," 8","  20.3"," 8","1022.7"," 8","013.3"," 8","  2.3"," 8","  1.4"," 8","  5.1","999.9","  50.0"," ","  16.5"," "," 0.00","I","999.9","000000"
"47174099999","2011-02-04","35.0166666","127.3666666","166.9","SUNCHEON, KS","  32.3"," 8","  19.3"," 8","1021.1"," 8","011.7"," 8","  3.5"," 8","  2.0"," 8","  6.0","999.9","  52.7"," ","  20.1","*"," 0.00","I","999.9","000000"
"47174099999","2011-02-05","35.0166666","127.3666666","166.9","SUNCHEON, KS","  33.4"," 8","  19.4"," 8","1020.6"," 8","011.2"," 8","  5.4"," 8","  1.2"," 8","  4.1","999.9","  52.7"," ","  18.9"," "," 0.00","I","999.9","000000"
"47174099999","2011-02-06","35.0166666","127.3666666","166.9","SUNCHEON, KS","  38.1"," 8","  27.7"," 8","1017.7"," 8","008.4"," 8","  4.1"," 8","  3.1"," 8","  7.0","999.9","  53.8"," ","  22.1"," "," 0.00","I","999.9","000000"
"47174099999","2011-02-07","35.0166666","127.3666666","166.9","SUNCHEON, KS","  38.1"," 8","  23.0"," 8","1015.4"," 8","006.2"," 8","  4.4"," 8","  1.2"," 8","  2.9","999.9","  53.6"," ","  27.1"," ","99.99"," ","999.9","010000"
"47174099999","2011-02-08","35.0166666","127.3666666","166.9","SUNCHEON, KS","  33.9"," 8","  32.2"," 8","1011.0"," 8","001.8"," 8","  1.7"," 8","  0.5"," 8","  1.0","999.9","  37.9"," ","  30.4","*"," 0.03","F","999.9","110000"
"47174099999","2011-02-09","35.0166666","127.3666666","166.9","SUNCHEON, KS","  34.9"," 8","  21.9"," 8","1019.2"," 8","009.9"," 8","  9.9"," 8","  3.9"," 8","  7.0","999.9","  45.7"," ","  27.9"," "," 0.00","E","999.9","000000"
