"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"47174099999","2013-01-01","35.0166666","127.3666666","166.9","SUNCHEON, KS","  30.7"," 8","  24.4"," 8","1021.5"," 8","000.6"," 8","  6.8"," 8","  3.6"," 8"," 11.1","999.9","  38.3"," ","  13.8"," "," 0.02","E","999.9","001000"
"47174099999","2013-01-02","35.0166666","127.3666666","166.9","SUNCHEON, KS","  21.7"," 8","   9.2"," 8","1032.1"," 8","010.7"," 8"," 12.0"," 8","  6.3"," 8","  8.9","999.9","  34.5"," ","  14.5","*"," 0.02","F","  0.4","000000"
"47174099999","2013-01-03","35.0166666","127.3666666","166.9","SUNCHEON, KS","  18.2"," 8","   3.0"," 8","1035.0"," 8","013.4"," 8"," 13.6"," 8","  9.4"," 8"," 15.5","999.9","  24.6"," ","  13.8"," "," 0.00","E","  0.4","000000"
"47174099999","2013-01-04","35.0166666","127.3666666","166.9","SUNCHEON, KS","  21.2"," 8","   1.1"," 8","1028.7"," 8","007.3"," 8"," 12.4"," 8","  5.7"," 8","  8.9","999.9","  30.0"," ","  13.3","*"," 0.00","I","999.9","000000"
"47174099999","2013-01-05","35.0166666","127.3666666","166.9","SUNCHEON, KS","  28.2"," 8","  12.8"," 8","1025.1"," 8","004.1"," 8"," 12.3"," 8","  5.6"," 8","  9.9","999.9","  35.1"," ","  12.0"," "," 0.00","I","999.9","000000"
"47174099999","2013-01-06","35.0166666","127.3666666","166.9","SUNCHEON, KS","  28.8"," 8","  10.5"," 8","1024.2"," 8","003.2"," 8","  8.4"," 8","  5.5"," 8","  8.0","999.9","  37.9"," ","  22.3","*"," 0.00","I","999.9","000000"
"47174099999","2013-01-07","35.0166666","127.3666666","166.9","SUNCHEON, KS","  29.6"," 8","   8.7"," 8","1023.1"," 8","002.2"," 8"," 10.6"," 7","  5.6"," 8","  8.9","999.9","  38.5"," ","  21.6"," "," 0.00","I","999.9","000000"
"47174099999","2013-01-08","35.0166666","127.3666666","166.9","SUNCHEON, KS","  30.5"," 8","   9.0"," 8","1024.1"," 8","003.2"," 8","  9.2"," 8","  5.3"," 8","  8.0","999.9","  39.9"," ","  21.9"," "," 0.00","I","999.9","000000"
"47174099999","2013-01-09","35.0166666","127.3666666","166.9","SUNCHEON, KS","  22.6"," 8","   8.0"," 8","1026.5"," 8","005.3"," 8"," 10.1"," 8","  5.9"," 8","  9.9","999.9","  30.4"," ","  18.1","*"," 0.00","I","999.9","000000"
"47174099999","2013-01-10","35.0166666","127.3666666","166.9","SUNCHEON, KS","  21.0"," 8","   3.0"," 8","1030.2"," 8","008.8"," 8"," 12.4"," 8","  4.2"," 8","  8.0","999.9","  32.0"," ","  10.4","*"," 0.00","I","999.9","000000"
